,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Justin Wright-Foreman,3,SR,G,6-2,190,"Queens, NY",High School for Construction Trades, 27.0 Pts,4.0 Reb,2.9 Ast
1,Eli Pemberton,5,JR,G,6-5,195,"Middletown, CT",Cheshire Academy, 15.4 Pts,4.9 Reb,2.4 Ast
2,Desure Buie,4,SR,G,6-0,160,"Bronx, NY",Wings Academy, 10.6 Pts,2.6 Reb,5.2 Ast
3,Tareq Coburn,0,JR,G,6-4,195,"Rosedale, NY",Benjamin N. Cardozo High School, 8.4 Pts,4.0 Reb,0.8 Ast
4,Jacquil Taylor,23,SR,F,6-10,235,"Cambridge, MA",Beaver Country Day, 8.3 Pts,8.8 Reb,0.7 Ast
5,Jalen Ray,20,SO,G,6-1,175,"Hampton, VA",Hampton High School, 7.6 Pts,2.2 Reb,1.0 Ast
6,Stafford Trueheart,15,JR,F,6-8,205,"Lancaster, NY",Canisius High School, 2.9 Pts,2.3 Reb,0.4 Ast
7,Dan Dwyer,30,SR,F,6-8,215,"River Forest, IL",Fenwick HS, 2.2 Pts,2.7 Reb,0.5 Ast
8,Kenny Wormley,2,SR,G,6-4,180,"Landover, MD",Riverdale Baptist School, 3.9 Pts,0.9 Reb,0.7 Ast
9,Matija Radovic,1,SO,F,6-7,205,"Beograd, Serbia",Montverde Academy, 2.0 Pts,0.9 Reb,0.0 Ast
10,Kevin Schutte,14,SO,F,6-9,215,"Zwolle, Netherlands",, 1.3 Pts,1.4 Reb,0.0 Ast
11,Connor Klementowicz,24,JR,G,6-3,210,"Freehold, NJ",Gill St. Bernard's School, 1.3 Pts,1.0 Reb,0.4 Ast
12,Hal Hughes,11,FR,F,6-9,210,"Sydney, Australia",,,,
13,Isaac Kante,32,SO,F,6-7,240,"Brooklyn, NY",Putnam Science Academy,,,
