,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Jaren Lewis,1,SR,F,6-6,215,"Orlando, FL",Lake Highland Preparatory, 13.7 Pts,6.2 Reb,2.7 Ast
1,Payten Ricks,5,JR,G,6-2,190,"Wichita, KS",Maize High School, 11.7 Pts,2.8 Reb,1.9 Ast
2,Jaylen Franklin,0,SR,G,6-2,205,"Jacksonville, AR",Parkview Arts and Science Magnet High School, 10.2 Pts,3.8 Reb,4.9 Ast
3,Jalone Friday,21,JR,C,6-9,235,"Oklahoma City, OK",Oklahoma City Storm Homeschool, 13.1 Pts,4.7 Reb,1.0 Ast
4,B.J. Maxwell,13,JR,G,6-5,190,"Austin, TX",Home school, 9.2 Pts,4.7 Reb,1.7 Ast
5,Hayden Farquhar,15,SR,F,6-7,215,"Throckmorton, TX",Throckmorton High School, 6.5 Pts,2.6 Reb,0.8 Ast
6,Joe Pleasant,32,FR,F,6-8,220,"Overland Park, KS",Blue Valley NW HS, 5.8 Pts,2.6 Reb,0.3 Ast
7,Damien Daniels,4,FR,G,5-7,140,"Kansas City, MO",Hogan Prep, 3.5 Pts,1.5 Reb,1.8 Ast
8,Trey Lenox,14,JR,G,6-3,220,"Hot Springs, AR",Hot Springs High School, 2.3 Pts,1.2 Reb,0.7 Ast
9,Clay Gayman,42,FR,F,6-6,220,"Nevada, MO",Nevada HS, 2.1 Pts,1.0 Reb,0.3 Ast
10,Kolton Kohl,34,SO,C,7-0,240,"San Angelo, TX",San Angelo Central High School, 2.0 Pts,1.6 Reb,0.2 Ast
11,Tobias Cameron,11,FR,G,6-5,210,"Gold Coast, Australia",Hillcrest Christian Academy, 0.8 Pts,0.8 Reb,0.2 Ast
12,Chase Cobb,22,JR,G,6-1,190,"Richmond, TX",Faith West Academy, 0.9 Pts,0.3 Reb,0.0 Ast
13,Paul Hiepler,33,SO,G,6-4,170,"Camarillo, CA",Oaks Christian High School, 0.5 Pts,0.2 Reb,0.1 Ast
14,Hayden Howell,23,SR,F,6-7,225,"Midwest City, OK",Carl Albert High School,,,
