,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Dante Scott,1,SR,F,6-4,220,"Miami, FL",Campbell High School, 13.5 Pts,5.2 Reb,1.8 Ast
1,Jordan Evans,3,SR,G,6-2,165,"Waco, TX",University High School, 12.9 Pts,2.6 Reb,1.9 Ast
2,Emmanuel Ejeh,10,SR,C,6-8,186,"Abuja, Nigeria",Southwest Christian Academy, 6.3 Pts,7.9 Reb,1.1 Ast
3,Gregory Jones-Rollins,25,SR,G,6-2,,"Galveston, TX",, 10.3 Pts,3.2 Reb,1.5 Ast
4,Michael Green,15,JR,G,6-3,175,"Conyers, GA",, 6.6 Pts,1.5 Reb,0.9 Ast
5,Torico Simmons,2,JR,G,5-8,,"Americus, GA",, 4.1 Pts,2.2 Reb,1.7 Ast
6,Tereke Eckwood,5,SR,G,6-2,175,"Springdale, AR",Springdale Har-Ber High School, 4.8 Pts,2.1 Reb,1.9 Ast
7,Aleksa Koracin,33,FR,C,7-0,280,"Belgrade, Serbia",, 4.3 Pts,4.0 Reb,0.5 Ast
8,Kaleb Allison,32,SO,C,6-7,275,"Greenville, MS",Denton High School, 2.4 Pts,1.7 Reb,0.0 Ast
9,Marcus Mitchell,11,JR,F,6-7,225,"Memphis, TN",, 3.8 Pts,2.6 Reb,0.4 Ast
10,Patrick Rucker,21,FR,G,6-0,165,"Chicago, IL",, 2.0 Pts,1.5 Reb,0.7 Ast
11,Lorenzo Hunt,12,JR,F,6-4,195,"Memphis, TN",Mitchell High School, 1.6 Pts,1.4 Reb,0.2 Ast
12,LaCurtis Allen,23,SR,F,6-4,275,"Duck Hill, MS",Grenada High School, 1.9 Pts,1.5 Reb,0.3 Ast
13,Gregory Holloway,24,FR,G,6-5,185,"Macon, GA",Westside HS, 1.2 Pts,1.1 Reb,0.0 Ast
14,Fritz Lucien,20,JR,F,6-7,190,"Montreal, Canada",, 0.5 Pts,0.6 Reb,0.2 Ast
15,Zachary Barnes,0,JR,G,6-1,180,"Jackson, MS",, 0.3 Pts,0.2 Reb,0.2 Ast
16,Marcus Roberts,13,SR,F,6-6,185,"Jackson, MS",Wingfield High School, 1.0 Pts,2.5 Reb,0.0 Ast
