,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Francis Alonso,10,SR,G,6-3,185,"Malaga, Spain",Cushing Academy, 17.2 Pts,2.3 Reb,2.6 Ast
1,Isaiah Miller,1,SO,G,6-0,180,"Covington, GA",Newton County High School, 14.7 Pts,4.5 Reb,2.2 Ast
2,Kyrin Galloway,14,JR,F,6-8,215,"Milton, GA",Milton HIgh School, 9.8 Pts,4.2 Reb,0.4 Ast
3,Demetrius Troy,11,SR,G,6-0,187,"Raleigh, NC",Word of God Christian Academy, 7.9 Pts,2.8 Reb,3.9 Ast
4,Eric Hamilton,35,JR,F,6-9,250,"Atlanta, GA",Duluth HS (GA), 6.4 Pts,4.5 Reb,0.1 Ast
5,James Dickey,21,JR,F,6-10,200,"Raleigh, NC",Word of God Christian Academy, 7.7 Pts,8.2 Reb,1.3 Ast
6,Kaleb Hunter,44,FR,G,6-4,190,"Raleigh, NC",, 5.8 Pts,2.1 Reb,0.7 Ast
7,Malik Massey,2,JR,G,6-3,195,"Charlotte, NC",New Hampton School, 3.7 Pts,1.7 Reb,1.5 Ast
8,Angelo Allegri,13,FR,F,6-7,205,"Kansas City, MO",Link Year Prep HS, 3.2 Pts,1.5 Reb,0.2 Ast
9,Mohammed Abdulsalam,4,FR,F,6-9,255,"Ibadan, Nigeria",Link Year Prep HS, 0.9 Pts,1.4 Reb,0.1 Ast
10,Lloyd Burgess,25,SR,C,6-11,270,"Durham, NC",Christ School (NC), 0.6 Pts,1.0 Reb,0.1 Ast
11,Ryan Tankelewicz,30,FR,G,5-11,170,"Raleigh, NC",Middle Creek HS, 1.0 Pts,0.2 Reb,0.4 Ast
12,Khyre Thompson,15,FR,F,6-6,175,"Kernersville, NC",Wesleyan Academy HS, 0.0 Pts,0.0 Reb,0.0 Ast
13,Michael Hueitt Jr.,3,SO,G,6-3,165,"Fayetteville, NC",,,,
14,Jack Konstanzer,22,SO,G,5-11,165,"Kill Devil Hills, NC",First Flight HIgh School,,,
