,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Deishuan Booker,15,SR,G,6-3,170,"Las Vegas, NV",Andre Agassi College Preparatory Academy, 18.8 Pts,3.5 Reb,4.4 Ast
1,Bryan Alberts,10,SR,G,6-5,200,"Northridge, CA",Village Christian HS, 10.5 Pts,2.5 Reb,0.9 Ast
2,Temidayo Yussuf,24,SR,C,6-7,265,"Oakland, CA",St. Joseph, 10.4 Pts,6.5 Reb,1.1 Ast
3,Edon Maxhuni,23,SO,G,6-2,185,"Hyvinkaa, Finland",Helsinki Basketball Academy, 7.2 Pts,0.9 Reb,1.1 Ast
4,Jordan Roberts,2,SO,G,6-8,195,"Bakersfield, CA",Ridgeview High School, 7.2 Pts,4.0 Reb,1.1 Ast
5,Mason Riggins,5,SR,F,6-9,230,"Whitewright, TX",Whitewright HS, 7.1 Pts,5.3 Reb,0.8 Ast
6,K.J. Byers,4,SR,F,6-7,195,"Charlotte, NC",Phillip O. Berry Academy of Technology, 7.6 Pts,6.1 Reb,0.9 Ast
7,Drew Cobb,3,SO,G,6-4,205,"Sacramento, CA",, 2.8 Pts,3.6 Reb,1.3 Ast
8,Jordan Griffin,11,JR,G,6-3,165,"Corona, CA",Centennial High School, 3.2 Pts,0.6 Reb,0.3 Ast
9,Ron Freeman,1,JR,G,6-6,180,"Los Angeles, CA",Future College Prep (CA), 6.1 Pts,3.6 Reb,0.6 Ast
10,Demetrius Mims,13,FR,G,6-6,180,"Baltimore, MD",, 1.1 Pts,0.9 Reb,0.1 Ast
11,Breamon Richard,20,SR,G,5-10,160,"Los Angeles, CA",University High School, 0.5 Pts,0.5 Reb,0.2 Ast
12,Breyon Jackson,12,SO,F,6-7,235,"Cincinnati, OH",, 1.5 Pts,1.8 Reb,0.1 Ast
13,Milos Apic,35,FR,C,6-10,200,"Novi Sad, Serbia",Sandy Springs Friends School, 0.5 Pts,0.1 Reb,0.3 Ast
14,Colin Slater,14,JR,G,6-1,190,"New Orleans, LA",Clovis East High School,,,
15,Jeffrey Yan,40,,C,6-9,275,,Capistrano Valley Christian School,,,
