,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Bryson Scott,1,SR,G,6-1,206,"Fort Wayne, IN",Northrop, 22.6 Pts,4.5 Reb,2.6 Ast
1,John Konchar,55,JR,G,6-4,185,"West Chicago, IL",West Chicago HS, 14.8 Pts,8.1 Reb,4.7 Ast
2,Kason Harrell,32,JR,G,6-3,185,"Pittsburgh, PA",Hempfield HS, 13.5 Pts,2.9 Reb,1.4 Ast
3,Xzavier Taylor,22,SR,F,6-9,241,"Chicago, IL",Julian, 7.9 Pts,4.3 Reb,0.9 Ast
4,Jax Levitch,5,SO,G,6-7,210,"Louisville, KY",ELEVI8 Sports Institute, 5.5 Pts,4.1 Reb,1.0 Ast
5,Jordon King,21,SR,G,6-4,210,"Seattle, WA",Rainier Beach High School, 5.5 Pts,1.7 Reb,0.4 Ast
6,Matt Weir,33,FR,G,6-1,180,"New Concord, OH",, 5.0 Pts,1.4 Reb,2.7 Ast
7,Dylan Carl,11,FR,F,6-11,205,"Alma, MI",, 4.5 Pts,2.9 Reb,0.6 Ast
8,Jarius Stevens,35,FR,G,6-5,210,"Merrillville, IN",, 3.0 Pts,1.6 Reb,0.2 Ast
9,Chris Rollins,2,FR,G,6-0,160,"Detroit, MI",, 2.2 Pts,0.4 Reb,0.4 Ast
10,Cameron Benford,34,FR,F,6-8,240,"Seattle, WA",, 1.0 Pts,2.0 Reb,0.2 Ast
11,Jordan Coblin,15,FR,G,6-1,175,"Boca Raton, FL",, 1.7 Pts,0.3 Reb,0.3 Ast
12,Marcus DeBerry,41,,G,6-5,165,"Union City, TN",Union City HS,,,
13,Matt Holba,13,,F,6-7,215,"Noblesville, IN",St. Theodore Guerin High School,,,
