,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Ryan Betley,21,SO,G,6-5,185,"Downingtown, PA",Downingtown West HIgh School, 14.5 Pts,4.9 Reb,1.3 Ast
1,AJ Brodeur,25,SO,F,6-8,225,"Northborough, MA",Northfield Mount Hermon School, 13.1 Pts,7.2 Reb,2.5 Ast
2,Darnell Foreman,4,SR,G,6-1,175,"Camden, NJ",Pitman HS, 10.7 Pts,4.5 Reb,3.6 Ast
3,Caleb Wood,10,SR,G,6-4,180,"Reno, NV",Galena HIgh School, 10.1 Pts,2.0 Reb,0.9 Ast
4,Max Rothschild,0,JR,F,6-8,225,"Chicago, IL",U. of Chicago Laboratory / New Hampton, 7.8 Pts,5.8 Reb,2.3 Ast
5,Antonio Woods,2,JR,G,6-1,180,"Cincinnati, OH",Summit Country Day HS, 7.6 Pts,3.7 Reb,2.0 Ast
6,Devon Goodman,12,SO,G,6-0,160,"Laverock, PA",Germantown Academy, 4.0 Pts,1.4 Reb,1.5 Ast
7,Jackson Donahue,5,JR,G,6-0,175,"Pawcatuck, CT",Northfield Mount Hermon School, 3.7 Pts,1.0 Reb,0.5 Ast
8,Jarrod Simmons,24,FR,F,6-8,215,"Crescent, PA",, 2.4 Pts,1.7 Reb,0.3 Ast
9,Sam Jones,14,SR,F,6-7,175,"Gilbert, AZ",Gilbert Christian HS, 2.0 Pts,0.9 Reb,0.0 Ast
10,Jake Silpe,3,,G,6-2,185,"Cherry Hill, NJ",Cherry Hill School East, 2.0 Pts,1.1 Reb,0.7 Ast
11,Eddie Scott,13,FR,G,6-6,195,"Bowie, MD",, 3.7 Pts,3.0 Reb,0.2 Ast
12,Matt MacDonald,20,SR,G,6-5,200,"Eggertsville, NY",Canisius, 1.3 Pts,0.8 Reb,0.3 Ast
13,Jakub Mijakowski,22,,F,6-7,215,Poland,Mountain Mission High School, 1.6 Pts,0.9 Reb,0.1 Ast
14,Ray Jerome,1,,G,6-2,200,"Latham, NY",Cheshire Academy, 2.5 Pts,1.0 Reb,2.0 Ast
15,Dan Dwyer,40,SR,F,6-8,225,"River Forest, IL",Fenwick HS, 0.6 Pts,1.0 Reb,0.6 Ast
16,Collin McManus,44,JR,C,6-10,230,"Bedford, NH",Northfield Mount Hermon School, 0.5 Pts,0.5 Reb,0.3 Ast
17,Zack Kaminsky,15,,F,6-6,200,"Atlanta, GA",Pace Academy, 0.3 Pts,0.3 Reb,0.0 Ast
18,Tyler Hamilton,11,,G,6-4,210,"Atlanta, GA",Cheshire Academy,,,
19,Mark Jackson,35,,C,7-3,250,,,,,
20,Jelani Williams,23,,G,6-5,195,,,,,
