,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Fletcher Magee,3,SR,G,6-4,200,"Orlando, FL",The First Academy, 20.5 Pts,2.6 Reb,1.6 Ast
1,Cameron Jackson,33,SR,F,6-8,250,"Winchester, VA",John Handley HS, 14.6 Pts,7.5 Reb,2.7 Ast
2,Nathan Hoover,10,JR,G,6-4,185,"Memphis, TN",Arlington High School, 13.2 Pts,2.5 Reb,1.1 Ast
3,Storm Murphy,5,SO,G,5-11,180,"Middleton, WI",Middleton High School, 7.8 Pts,1.7 Reb,3.1 Ast
4,Keve Aluma,24,SO,F,6-9,230,"Berlin, MD",Stephen Decatur High School, 6.9 Pts,6.8 Reb,1.0 Ast
5,Tray Hollowell,21,SO,G,6-2,185,"Hopkinsville, KY",University Heights Academy, 5.1 Pts,1.7 Reb,1.2 Ast
6,Chevez Goodwin,1,SO,F,6-9,225,"Blythewood, SC",Hamnond School, 4.4 Pts,4.5 Reb,0.2 Ast
7,Matthew Pegram,50,SR,C,6-11,260,"Mt. Pleasant, SC",Wando HS, 5.1 Pts,3.8 Reb,0.9 Ast
8,Ryan Larson,11,FR,G,6-1,175,"St Paul, MN",Cretin-Durham Hall HS, 3.2 Pts,1.3 Reb,2.3 Ast
9,Donovan Theme-Love,31,JR,G,6-1,190,"Providence, RI",New Hampton School, 1.7 Pts,1.4 Reb,1.1 Ast
10,Trevor Stumpe,15,JR,G,6-5,215,"Plainfield, IL",Plainfield North HS, 2.5 Pts,1.1 Reb,1.0 Ast
11,Michael Manning Jr.,2,SO,F,6-9,210,"Memphis, TN",Lausanne Collegiate School, 1.0 Pts,0.8 Reb,0.1 Ast
12,Alex Michael,12,FR,F,6-6,205,"Greensboro, NC",Greensboro Day School, 0.6 Pts,0.4 Reb,0.2 Ast
13,Drew Cottrell,14,FR,G,6-4,190,"Flowery Branch, GA",Lakeview Academy, 0.2 Pts,0.4 Reb,0.1 Ast
14,Isaiah Bigelow,4,FR,G,6-7,185,"Greensboro, NC",Ben L. Smith HS,,,
15,Messiah Jones,25,FR,F,6-6,215,"Chicago, IL",Simeon HS,,,
