,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Lew Stallworth,13,SR,G,6-1,200,"Los Angeles, CA",William S. Hart, 20.2 Pts,5.3 Reb,6.2 Ast
1,Zane Najdawi,35,SR,F,6-7,220,"Midlothian, VA",Crosby High School, 14.3 Pts,7.3 Reb,1.5 Ast
2,Matt Frierson,3,SR,G,6-2,160,"Laurel, MD",Chapelgate Christian Academy (MD), 12.4 Pts,2.1 Reb,1.0 Ast
3,Kaiden Rice,11,SO,F,6-6,185,"Columbia, SC",Ridgeview High School, 11.3 Pts,3.1 Reb,0.4 Ast
4,Connor Kern,12,SR,G,6-4,190,"Pickerington, OH",Pickerington Central HS, 7.6 Pts,2.9 Reb,0.7 Ast
5,Alex Reed,25,SO,F,6-5,210,"Raleigh, NC",Garner Magnet High School, 6.2 Pts,3.6 Reb,1.3 Ast
6,Hayden Brown,33,SO,F,6-6,215,"Greer, SC",James F. Byrnes High School, 7.3 Pts,5.0 Reb,0.9 Ast
7,Quayson Williams,2,SR,G,5-11,170,"Trenton, NJ",Eastern Guilford HS (NC), 4.2 Pts,1.7 Reb,2.2 Ast
8,Tyler Burgess,24,JR,F,6-7,195,"Easley, SC",Easley High School, 2.4 Pts,0.6 Reb,0.1 Ast
9,Kaelon Harris,23,JR,G,6-4,220,"Atlanta, GA",Mundy's Mill High School, 2.6 Pts,3.1 Reb,1.0 Ast
10,Jerry Higgins III,15,FR,G,5-10,165,"Cleveland, OH",Villa Angela-St. Joseph HS, 1.7 Pts,0.5 Reb,1.2 Ast
11,Derek Webster Jr.,32,SO,F,6-5,215,"Tampa, FL",Seffner Christian Academy, 1.4 Pts,1.8 Reb,0.6 Ast
12,Dimitri Georgiadis,20,FR,F,6-9,225,"Richmond, VA",Benedictine College Prep, 1.5 Pts,0.8 Reb,0.2 Ast
13,Robert Guyton,4,FR,G,5-11,160,"Myrtle Beach, SC",Christian Academy of Myrtle Beach, 0.8 Pts,0.6 Reb,0.5 Ast
