,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Markus Howard,0,JR,G,5-11,175,"Chandler, AZ",Findlay College Prep, 25.0 Pts,4.0 Reb,4.0 Ast
1,Sam Hauser,10,JR,F,6-8,225,"Stevens Point, WI",Stevens Point High School, 14.9 Pts,7.1 Reb,2.5 Ast
2,Joey Hauser,22,FR,F,6-9,230,"Stevens Point, WI",, 9.7 Pts,5.3 Reb,2.5 Ast
3,Sacar Anim,2,JR,F,6-5,210,"Minneapolis, MN",DeLaSalle HS, 8.6 Pts,3.1 Reb,1.2 Ast
4,Theo John,4,SO,F,6-9,240,"Minneapolis, MN",Champlin Park High School, 5.7 Pts,4.8 Reb,0.5 Ast
5,Ed Morrow,30,JR,F,6-7,235,"Chicago, IL",Simeon Career Academy, 5.6 Pts,4.3 Reb,0.4 Ast
6,Joseph Chartouny,21,SR,G,6-3,200,"Montreal, Canada",College Jean-De-Brebeuf, 3.1 Pts,2.3 Reb,2.0 Ast
7,Brendan Bailey,1,FR,F,6-8,190,"Salt Lake City, UT",American Fork HS, 3.1 Pts,1.7 Reb,0.4 Ast
8,Jamal Cain,23,SO,F,6-7,195,"Pontiac, MI",Cornerstone Health and Technology High School, 1.8 Pts,2.2 Reb,0.2 Ast
9,Matt Heldt,12,SR,C,6-10,240,"Neenah, WI",Neenah HS, 0.8 Pts,1.1 Reb,0.1 Ast
10,Cam Marotta,52,SR,G,5-10,175,"Mequon, WI",Homestead HS, 0.5 Pts,0.0 Reb,0.2 Ast
11,Tommy Gardiner,40,FR,F,6-7,210,"Park Ridge, IL",Maine South HS, 0.0 Pts,0.0 Reb,0.0 Ast
12,Buddy Jaffee,42,FR,G,6-3,195,"Michigan City, IN",Marquette HS, 0.0 Pts,0.0 Reb,0.0 Ast
13,Mike Lelito,41,SO,G,6-5,190,"Mt. Prospect, IL",Hersey High School, 0.0 Pts,0.3 Reb,0.0 Ast
14,Ike Eke,13,FR,F,6-9,220,"Lagos, Nigeria",Univ. of Detroit Jesuit HS,,,
15,Greg Elliott,5,SO,G,6-3,175,"Detroit, MI",East English Village Preparatory Academy,,,
16,Koby McEwen,25,JR,G,6-4,200,"Toronto, Canada",Wasatch Academy,,,
