,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Tyler Bey,1,SO,G,6-7,218,"Las Vegas, NV",Middlebrooks Academy, 13.2 Pts,9.7 Reb,0.6 Ast
1,McKinley Wright IV,25,SO,G,6-0,195,"North Robbinsdale, MN",Champlin Park High School, 13.1 Pts,5.0 Reb,4.8 Ast
2,Shane Gatling,0,JR,G,6-2,181,"Baldwin, NY",Baldwin High School, 10.3 Pts,2.1 Reb,1.8 Ast
3,Lucas Siewert,23,JR,F,6-10,230,"Santa Catarina, Brazil",Cathedral High School, 9.4 Pts,5.1 Reb,1.6 Ast
4,D'Shawn Schwartz,5,SO,G,6-7,226,"Colorado Springs, CO",Sand Creek High School, 8.8 Pts,3.8 Reb,1.3 Ast
5,Evan Battey,21,FR,F,6-8,264,"View Park, CA",Villa Park HS, 8.2 Pts,4.3 Reb,1.2 Ast
6,Daylen Kountz,2,FR,G,6-4,185,"Denver, CO",East HS, 5.3 Pts,1.3 Reb,1.2 Ast
7,Namon Wright,13,SR,G,6-5,197,"Los Angeles, CA",Pacific Hills HS, 7.0 Pts,2.9 Reb,0.9 Ast
8,Alexander Strating,10,SO,F,6-7,227,"Wassenaar, Netherlands",American School of The Hague, 1.7 Pts,1.0 Reb,0.3 Ast
9,Deleon Brown,14,JR,G,6-4,165,"Grand Rapids, MI",Grand Rapids Christian High School, 4.1 Pts,1.1 Reb,0.8 Ast
10,Eli Parquet,24,FR,G,6-3,192,"Beaumont, TX",West Brook HS, 1.1 Pts,1.1 Reb,0.3 Ast
11,Benan Ersek,34,FR,G,6-2,170,"Vienna, Austria",Kent Denver HS, 0.0 Pts,0.2 Reb,0.0 Ast
12,A.J. Martinka,12,SO,G,6-5,195,"Stanwood, WA",Stanwood High School, 0.0 Pts,0.6 Reb,0.0 Ast
13,Aidan McQuade,33,SO,G,6-2,185,"Loveland, CO",Loveland HS, 0.0 Pts,0.2 Reb,0.0 Ast
14,Jakub Dombek,15,FR,F,6-11,190,"Ostrava, Czech Republic",Get Better Academy,,,
15,Frank Ryder,30,SO,F,6-10,240,"Boulder, CO",Fairview High School,,,
16,Dallas Walton,35,SO,F,7-0,235,"Arvada, CO",Ralston Valley High School,,,
