,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Miye Oni,25,JR,G,6-6,210,"Northridge, CA",Suffield Academy, 17.6 Pts,6.3 Reb,3.5 Ast
1,Alex Copeland,3,SR,G,6-3,175,"Los Angeles, CA",Harvard-Westlake School, 13.8 Pts,2.2 Reb,3.4 Ast
2,Blake Reynolds,32,SR,F,6-7,240,"Jackson, MO",Jackson, 11.4 Pts,4.5 Reb,1.9 Ast
3,Jordan Bruner,23,JR,F,6-9,205,"Columbia, SC",Spring Valley High School, 10.2 Pts,8.3 Reb,3.0 Ast
4,Paul Atkinson,20,SO,F,6-10,220,"West Palm Beach, FL",Westminster Academy, 9.1 Pts,5.1 Reb,1.0 Ast
5,Azar Swain,5,SO,G,6-0,185,"Brockton, MA",Rivers School, 7.7 Pts,2.8 Reb,1.1 Ast
6,Trey Phills,13,SR,G,6-2,185,"Charlotte, NC",Charlotte Christian, 7.1 Pts,3.3 Reb,1.8 Ast
7,Eric Monroe,2,JR,G,6-2,175,"San Diego, CA",St. Augustine High School, 2.0 Pts,1.4 Reb,1.2 Ast
8,Austin Williams,22,JR,F,6-8,235,"Jacksonville, FL",The Bolles School, 1.9 Pts,0.8 Reb,0.0 Ast
9,Isaiah Kelly,35,FR,F,6-7,215,"Augusta, GA",Pace Academy, 1.5 Pts,0.7 Reb,0.1 Ast
10,Jalen Gabbidon,0,SO,G,6-5,190,"Harrisburg, PA",Glenelg Country School, 1.3 Pts,1.4 Reb,0.3 Ast
11,Matthue Cotton,10,FR,G,6-5,200,"Voorhees, NJ",Eastern Regional HS, 0.8 Pts,1.0 Reb,0.3 Ast
12,Jameel Alausa,14,SO,F,6-7,210,"Chicago, IL",University of Chicago Laboratory Schools, 1.3 Pts,0.7 Reb,0.1 Ast
13,Eze Dike,1,FR,G,6-2,195,"Montreal, Canada",Kimball Union Academy, 0.6 Pts,0.3 Reb,0.1 Ast
14,Thomas Ryan,34,SR,F,6-4,185,"New York, NY",Hotchkiss School, 0.4 Pts,0.1 Reb,0.1 Ast
15,Wyatt Yess,33,SO,F,6-8,220,"St. Louis, MO",Parkway West High School, 0.4 Pts,1.0 Reb,0.0 Ast
16,Michael Feinberg,11,FR,G,6-4,195,"Hidden Hills, CA",Sierra Canyon HS, 0.3 Pts,0.4 Reb,0.3 Ast
17,Jake Lanford,30,FR,F,6-10,230,"Charleston, SC",Porter-Gaud HS, 0.3 Pts,0.5 Reb,0.0 Ast
