,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Bryson Robinson,4,JR,G,6-4,195,"Mesquite, TX",Mesquite High School, 11.2 Pts,2.6 Reb,2.6 Ast
1,Ezekiel Charles,33,SR,G,6-4,205,"Brooklyn, NY",Abraham Lincoln High School, 12.9 Pts,6.0 Reb,1.7 Ast
2,Scott Plaisance,55,SR,F,6-9,219,"Marrero, LA",Country Day HS, 9.8 Pts,5.0 Reb,0.9 Ast
3,Gerrale Gates,10,FR,F,6-6,235,"Charlotte, NC",Butler HS, 8.6 Pts,5.0 Reb,1.7 Ast
4,Damion Rosser,1,SO,G,6-4,210,"Mcdonough, GA",Henry County High School, 7.9 Pts,4.0 Reb,2.5 Ast
5,Troy Green,3,SO,G,6-3,219,"St. Rose, LA",Believe Prep, 7.8 Pts,2.4 Reb,2.7 Ast
6,Jorge Rosa,13,SR,G,6-3,203,"Orlando, FL",Lee Academy, 6.1 Pts,1.5 Reb,0.8 Ast
7,Jahmel Myers,11,FR,F,6-7,219,"Cape Coral, FL",Mariner HS, 4.6 Pts,2.8 Reb,0.8 Ast
8,Amari Haynes,12,FR,F,6-8,210,"Cape Coral, FL",Mariner HS, 3.7 Pts,1.6 Reb,0.4 Ast
9,Larry Robinson III,20,JR,G,5-11,175,"Bossier City, LA",, 2.9 Pts,0.9 Reb,0.6 Ast
10,Tyren Harrison,15,SR,G,6-5,193,"Queens, NY",Riverside Academy, 2.2 Pts,1.1 Reb,0.3 Ast
11,Lamont Berzat,2,SO,G,5-6,155,"New Orleans, LA",L.B. Landry High School, 2.5 Pts,1.1 Reb,1.9 Ast
12,Bol Riek,21,SO,C,7-3,225,"Bentiu, South Sudan",Mooseheart High School, 2.0 Pts,1.7 Reb,0.0 Ast
13,Charles Bohannon,5,SO,G,6-0,205,"Austin, TX",Jack C. Hays High School, 0.3 Pts,0.4 Reb,0.3 Ast
