,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Devon Baker,20,FR,G,6-2,190,"Dayton, OH",Spire Academy HS, 16.1 Pts,2.7 Reb,3.0 Ast
1,Tajion Jones,3,FR,G,6-5,185,"Oak Ridge, TN",Oak Ridge HS, 10.2 Pts,3.2 Reb,1.2 Ast
2,Coty Jude,22,FR,F,6-9,185,"Fort Gay, WV",Believe Sports Academy, 9.4 Pts,3.3 Reb,0.8 Ast
3,L.J. Thorpe,4,FR,G,6-5,210,"West Palm Beach, FL",Royal Palm Beach Community High School, 8.8 Pts,3.5 Reb,2.5 Ast
4,Cress Worthy,1,FR,G,6-2,170,"Gastonia, NC",Beckley Prep HS, 4.4 Pts,3.5 Reb,2.1 Ast
5,Jalen Seegars,11,SO,G,6-5,210,"Greensboro, NC",High Point Christian Academy, 4.4 Pts,3.4 Reb,0.6 Ast
6,Donovan Gilmore,0,SR,F,6-8,210,"Greensboro, NC",Wesleyan Christian Academy, 3.6 Pts,3.3 Reb,0.4 Ast
7,Luke Lawson,14,FR,F,6-7,180,"Coeburn, VA",Eastside HS, 3.5 Pts,1.9 Reb,0.5 Ast
8,Jeremy Peck,34,SO,F,6-9,240,"Houston, TX",St. Thomas High School, 2.3 Pts,3.0 Reb,0.5 Ast
9,Stephen Edoka,5,FR,F,6-4,205,"Abuja, Nigeria",Concord First Assembly Academy, 1.4 Pts,2.1 Reb,0.1 Ast
10,Deacon Heath,30,FR,G,6-0,170,"Banner Elk, NC",Avery County HS, 0.9 Pts,0.3 Reb,0.3 Ast
11,Cameron Woodyard,33,SO,G,6-1,185,"Chicago, IL",Whitney Young HIgh School, 0.3 Pts,0.5 Reb,0.5 Ast
12,Lavar Batts Jr.,12,SO,G,6-3,185,"Concord, NC",Jay M. Robinson High School,,,
13,Jax Levitch,21,JR,F,6-7,195,"Louisville, KY",ELEVI8 Sports Institute,,,
14,Grant Townsend,15,SO,F,6-7,205,"Riverview, FL",Bloomingdale High School,,,
