,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Brandon Boyd,15,JR,G,6-1,180,"Los Angeles, CA",Middlebrooks Prep, 14.2 Pts,2.5 Reb,3.6 Ast
1,Balint Mocsan,20,JR,G,6-3,182,"Budapest, Hungary",Kempelen Farkas Grammar School, 11.3 Pts,2.1 Reb,2.1 Ast
2,Kelvin Jones,54,JR,C,6-11,230,"Chihuahua, Mexico",Hobbs High School, 9.9 Pts,5.6 Reb,0.7 Ast
3,Gary Chivichyan,25,JR,G,6-5,200,"Los Angeles, CA",Middlebrooks Prep, 8.5 Pts,1.7 Reb,0.4 Ast
4,Chier Maker,5,JR,F,6-7,200,"Sydney, Australia",Newington College, 8.1 Pts,6.7 Reb,1.0 Ast
5,Jared Stutzman,21,JR,G,6-6,200,"Idaho Falls, ID",Bonneville High School, 7.9 Pts,2.7 Reb,1.5 Ast
6,Alonzo Walker,22,JR,F,6-6,210,"Toronto, Canada",Athlete Institute Basketball Academy, 6.9 Pts,4.6 Reb,0.8 Ast
7,Chidi Udengwu,4,JR,G,6-7,194,"Diamond Bar, CA",, 3.4 Pts,3.4 Reb,0.6 Ast
8,Austin Smellie,1,FR,G,6-5,180,"Preston, ID",Preston HS, 1.9 Pts,1.1 Reb,0.7 Ast
9,Sam Dowd,3,SR,G,5-8,167,"Seattle, WA",Gonzaga Preparatory School, 1.8 Pts,0.5 Reb,1.6 Ast
10,Blake Truman,24,SR,F,6-8,230,"Las Vegas, NV",Legend High School, 1.4 Pts,0.5 Reb,0.1 Ast
11,Lyle Sutton,10,SO,G,6-2,185,"Rexburg, ID",Madison High School, 1.3 Pts,0.5 Reb,0.4 Ast
12,Houston Wahlen,23,SO,G,6-2,175,"Aberdeen, ID",Aberdeen High School, 1.5 Pts,0.0 Reb,0.0 Ast
13,Andrew Vaughan,0,FR,G,5-10,165,"McCammon, ID",Marsh Valley HS, 0.0 Pts,0.0 Reb,0.0 Ast
14,Matija Ilic,32,FR,F,6-7,215,"Belgrade, Serbia",Wasatch Academy,,,
