,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Josh Ajayi,33,JR,F,6-7,245,"El Monte, CA",Cheshire Academy, 16.4 Pts,7.4 Reb,1.6 Ast
1,Trhae Mitchell,42,JR,F,6-6,195,"Austell, GA",Pebblebrok High School, 13.6 Pts,7.6 Reb,3.6 Ast
2,Rodrick Sikes,14,SR,G,6-2,170,"Ocean Springs, MS",St. Martin High School, 12.1 Pts,1.9 Reb,0.6 Ast
3,Herb McGee,1,JR,G,6-2,195,"Reserve, LA",Riverside Academy, 10.0 Pts,3.2 Reb,3.1 Ast
4,Kory Holden,0,SR,G,6-2,185,"Salisbury, MD",J.M. Bennett HS, 10.0 Pts,1.5 Reb,2.3 Ast
5,R.J. Kelly,12,SO,F,6-7,205,"Powder Springs, GA",Cumberland Christian Academy, 4.4 Pts,4.1 Reb,1.0 Ast
6,John Pettway,50,SO,G,6-2,193,"Safford, AL",Keith High School, 4.3 Pts,1.6 Reb,1.6 Ast
7,Jordan Andrews,25,JR,G,6-5,180,"LaPlace, LA",Riverside Academy, 4.1 Pts,1.2 Reb,0.9 Ast
8,Abdul Dial,30,JR,G,6-3,200,"West Palm Beach, FL",Cardinal Newman HS, 2.8 Pts,1.7 Reb,0.3 Ast
9,Kevin Morris,3,JR,F,6-8,248,"Dothan, AL",Dothan High School, 1.4 Pts,1.4 Reb,0.2 Ast
10,Josh Ayeni,,,F,6-8,215,"Zaria, Nigeria",Progressive Christian Academy,,,
11,Don Coleman,,SR,G,6-2,190,"Augusta, GA",Butler High School,,,
12,Andre Fox,,SR,G,6-3,190,"Greenbelt, MD",Eleanor Roosevelt HS,,,
13,Tashombe Riley,2,SR,F,6-7,210,"Orangeburg, SC",Orangeburg-Wilkerson,,,
