,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Scottie James,31,JR,F,6-8,235,"Tarpon Springs, FL",Tarpon Springs HS, 13.1 Pts,8.7 Reb,1.1 Ast
1,Caleb Homesley,1,JR,G,6-6,205,"Indian Trail, NC",Porter Ridge HS, 12.0 Pts,5.5 Reb,2.8 Ast
2,Lovell Cabbil,3,SR,G,6-3,170,"Arlington, TX",Mansfield Summit HS, 11.5 Pts,3.6 Reb,2.7 Ast
3,Elijah Cuffee,10,SO,G,6-4,185,"Poca, WV",Poca High School, 7.9 Pts,2.0 Reb,1.9 Ast
4,Darius McGhee,2,FR,G,5-9,,"Roxboro, NC",Blue Ridge School, 7.7 Pts,2.7 Reb,1.1 Ast
5,Georgie Pacheco-Ortiz,11,JR,G,6-1,170,"Ponce, Puerto Rico",Deep Run High School, 7.2 Pts,1.6 Reb,2.3 Ast
6,Keenan Gumbs,5,SR,F,6-5,,"Cibolo, TX",, 5.9 Pts,2.2 Reb,1.1 Ast
7,Myo Baxter-Bell,0,JR,F,6-5,255,"Cincinnati, OH",Chaminade-Julienne High School, 4.9 Pts,2.5 Reb,1.4 Ast
8,Keegan McDowell,20,SO,G,6-6,180,"Cincinnati, OH",Moeller High School, 2.8 Pts,0.8 Reb,0.5 Ast
9,Brendan Newton,55,FR,C,7-2,235,"Roanoke, VA",Faith Christian School, 1.3 Pts,0.7 Reb,0.1 Ast
10,Zach Farquhar,15,SR,G,5-9,160,"Cincinnati, OH",Sycamore High School, 1.0 Pts,0.4 Reb,0.2 Ast
11,Tytist Dean,4,FR,G,6-0,180,"St. Paul, MN",North St. Paul HS,,,
12,Blake Preston,32,FR,F,6-9,,"Charlotte, NC",Charlotte Christian School,,,
13,Josh Price,25,FR,G,6-3,,"Charlotte, NC",Carmel Christian School,,,
