,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Schadrac Casimir,11,SR,G,5-10,170,"Stamford, CT",South Kent, 14.1 Pts,2.6 Reb,2.4 Ast
1,Dinero Mercurius,31,SR,G,6-4,200,"Orlando, FL",Faith Baptist Christian, 10.4 Pts,1.9 Reb,1.4 Ast
2,Zach Scott,4,FR,G,6-4,180,"Fort Lauderdale, FL",Westminster Academy, 8.4 Pts,3.1 Reb,0.8 Ast
3,Christian Carlyle,3,JR,G,6-6,210,"Jacksonville, FL",Bishop Kenny High School, 8.1 Pts,3.3 Reb,2.2 Ast
4,Troy Baxter,1,SO,F,6-8,200,"Tallahassee, FL",Oldsmar Christian Academy, 7.5 Pts,2.9 Reb,1.1 Ast
5,Caleb Catto,2,FR,G,6-5,190,"Cape Coral, FL",Southwest Florida Christian Academy, 4.1 Pts,2.4 Reb,1.7 Ast
6,Haanif Cheatham,22,SR,G,6-5,195,"Fort Lauderdale, FL",Pembroke Pines HS, 13.2 Pts,4.8 Reb,1.9 Ast
7,RaySean Scott Jr.,5,JR,F,6-7,225,"Compton, CA",Compton High school, 5.5 Pts,5.7 Reb,1.0 Ast
8,Brady Ernst,21,JR,F,6-10,230,"Clinton, IA",Clinton HS, 4.3 Pts,4.1 Reb,0.9 Ast
9,Decardo Day,0,JR,G,6-4,180,"Jackson, MS",Callaway High School, 6.0 Pts,2.4 Reb,3.6 Ast
10,Brian Thomas,30,SO,F,6-9,255,"Kennesaw, GA",Kell High School, 4.2 Pts,4.7 Reb,0.3 Ast
11,Ricky Doyle,15,SR,F,6-10,240,"Cape Coral, FL",Bishop Verot HS, 3.3 Pts,1.8 Reb,0.3 Ast
12,Dolan Mahoney,33,SR,G,6-2,185,"Bradenton, FL",IMG Academy, 0.6 Pts,0.6 Reb,0.0 Ast
13,Kyle Hoffman,10,SO,G,5-9,135,"Lawrence, KS",, 0.0 Pts,0.0 Reb,0.0 Ast
14,Ryan Rocuant,55,FR,C,6-10,230,"Estero, FL",Estero HS, 0.0 Pts,0.3 Reb,0.0 Ast
15,Malik Hardy,12,SO,G,6-2,195,"Miramar, FL",,,,
