,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Abayomi Iyiola,23,SO,F,6-9,210,"Atlanta, GA",Greenforest Christian High School, 10.8 Pts,7.6 Reb,0.5 Ast
1,Christiaan Jones,0,SO,G,6-4,175,"Columbia, SC",Cardinal Newman High School, 10.4 Pts,3.9 Reb,0.9 Ast
2,Marques Sumner,5,JR,G,6-2,185,"North Augusta, SC",, 8.4 Pts,2.9 Reb,2.1 Ast
3,Leo Goodman,35,SR,G,6-5,210,"Saginaw, MI",Eleanor Roosevelt High School, 7.5 Pts,2.9 Reb,0.9 Ast
4,Kenny Aninye,10,SO,G,6-1,185,"Marietta, GA",Joseph Wheeler High School, 7.3 Pts,2.7 Reb,3.6 Ast
5,Keith Matthews,1,SO,G,6-7,185,"Blythewood, SC",Blythewood High School, 6.0 Pts,3.0 Reb,1.3 Ast
6,Ricardo Lynch,13,JR,F,6-7,215,"Fort Lauderdale, FL",, 5.3 Pts,2.0 Reb,0.4 Ast
7,Jahlil Rawley,4,JR,G,6-4,185,"Durham, NC",, 3.9 Pts,2.5 Reb,2.8 Ast
8,Raine McKeython,2,SO,G,6-1,185,"Washington, DC",Riverdale Baptist School, 4.0 Pts,1.4 Reb,0.6 Ast
9,Jalen Crutchfield,12,FR,G,6-5,190,"Norman, OK",Norman North HS, 3.3 Pts,0.9 Reb,0.3 Ast
10,Clay Verk,15,SO,F,6-8,260,"Highlands Ranch, CO",ThunderRidge High School, 2.2 Pts,1.4 Reb,0.4 Ast
11,Ricky Gouety,21,JR,F,6-10,210,"Abidjan, ",, 1.7 Pts,1.3 Reb,0.1 Ast
12,Adam Webb,32,SO,C,7-2,220,"Lakeland, FL",Lakeland Christian School, 1.7 Pts,1.6 Reb,0.1 Ast
13,Alex Ionesco,11,FR,G,6-2,195,"Houston, TX",New Hampton Prep, 0.4 Pts,0.4 Reb,0.4 Ast
14,Rex Walters Jr,3,FR,G,6-3,210,"Boca Raton, FL",New Hampton Prep, 0.5 Pts,0.3 Reb,0.3 Ast
