,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Grant Golden,33,SO,F,6-10,265,"Winchester, VA",St. James School, 17.2 Pts,7.1 Reb,3.5 Ast
1,Jacob Gilyard,0,SO,G,5-9,160,"Kansas City, MO",The Barstow School, 16.2 Pts,2.9 Reb,5.2 Ast
2,Nathan Cayo,4,SO,F,6-7,205,"Montreal, Canada",College Jean-De-Brebeuf, 12.9 Pts,4.2 Reb,1.8 Ast
3,Jake Wojcik,11,FR,G,6-4,185,"San Jose, CA",Bellarmine College Prep, 7.7 Pts,3.5 Reb,1.5 Ast
4,Andre Gustavson,22,FR,G,6-4,175,"Helsinki, Finland",Helsinki Basketball Academy, 4.8 Pts,2.3 Reb,1.5 Ast
5,Noah Yates,24,SR,F,6-5,210,"Point Pleasant Beach, NJ",Point Pleasant High School, 3.8 Pts,2.4 Reb,0.6 Ast
6,Julius Johnson,32,SR,G,6-3,200,"Cocoa, FL",Florida Air Academy, 3.4 Pts,1.5 Reb,0.9 Ast
7,Nick Sherod,5,JR,G,6-4,230,"Richmond, VA",St. Christopher's School, 12.7 Pts,5.2 Reb,2.8 Ast
8,Souleymane Koureissi,2,FR,F,6-9,200,"Harlem, NY",Iona Prep, 2.3 Pts,1.0 Reb,0.2 Ast
9,Matt Grace,15,FR,F,6-9,210,"Hamilton, Canada",TRC Academy, 1.2 Pts,1.0 Reb,0.5 Ast
10,Bryce Schneider,3,FR,G,6-5,180,"Myrtle Beach, SC",Christian Academy of Myrtle Beach, 1.3 Pts,1.5 Reb,0.3 Ast
11,Keith Oddo,30,SR,G,6-1,185,"Roanoke, VA",North Cross HS, 0.4 Pts,0.0 Reb,0.1 Ast
12,Tomas Verbinskis,21,FR,F,6-7,210,"Klaipeda, Lithuania",Sagemont School, 3.0 Pts,2.0 Reb,0.0 Ast
13,Jordan Gaitley,31,SO,G,6-4,205,"Haverford, PA",Fordham Prep, 1.0 Pts,1.0 Reb,0.5 Ast
14,Sullivan Kulju,10,SO,F,6-6,220,"New Berlin, WI",Eisenhower HS, 0.0 Pts,0.0 Reb,0.0 Ast
15,Blake Francis,1,JR,G,6-0,165,"Herndon, VA",Westfield High School,,,
