,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Mike Smith,12,SO,G,5-10,179,"Burr Ridge, IL",Fenwick High School, 17.6 Pts,2.6 Reb,4.6 Ast
1,Quinton Adlesh,10,JR,G,6-0,190,"Arroyo Grande, CA",Mission College Prep, 11.4 Pts,3.4 Reb,2.3 Ast
2,Lukas Meisner,11,JR,F,6-8,210,Germany,IGS Franzsches Feld (Germany), 11.2 Pts,7.5 Reb,1.8 Ast
3,Nate Hickman,22,SR,G,6-4,175,"Newark, DE",The Peddie School, 8.7 Pts,3.1 Reb,1.4 Ast
4,Kyle Castlin,0,SR,G,6-4,180,"Marietta, GA",Hillgrove HS, 10.5 Pts,3.8 Reb,1.4 Ast
5,Gabe Stefanini,15,FR,G,6-3,197,Italy,, 5.9 Pts,1.9 Reb,1.0 Ast
6,Jaron Faulds,44,FR,F,6-10,220,"Holt, MI",, 4.5 Pts,3.2 Reb,0.4 Ast
7,Patrick Tape,3,SO,F,6-10,220,"Matthews, NC",Queens Grant High School, 4.4 Pts,5.1 Reb,0.5 Ast
8,Myles Hanson,31,FR,F,6-6,215,"Chaska, MN",, 3.1 Pts,2.3 Reb,0.4 Ast
9,Tai Bibbs,33,FR,G,6-3,170,"Chicago, IL",, 3.4 Pts,1.3 Reb,0.4 Ast
10,Rodney Hunter,4,JR,F,6-5,185,"Cape Coral, FL",Mariner (FL), 1.3 Pts,1.9 Reb,0.7 Ast
11,Peter Barba,21,JR,G,6-5,190,"Chagrin Falls, OH",Western Reserve Academy, 2.6 Pts,0.8 Reb,0.3 Ast
12,Randy Brumant,13,,F,6-7,195,,, 1.6 Pts,2.0 Reb,0.6 Ast
13,Jake Killingsworth,20,SO,G,6-5,205,"San Carlos, CA",Junipero Serra Catholic High School, 5.5 Pts,2.0 Reb,0.0 Ast
14,Luke Bolster,1,,G,6-0,175,,, 2.0 Pts,0.8 Reb,0.8 Ast
15,Jeff Coby,1,,F,6-8,223,,Choate Rosemary Hall,,,
16,C.J. Davis,5,,G,6-2,207,"Far Rockaway, NY",Westwind Prep Academy,,,
17,Shane Eberle,41,,C,6-11,255,"Woodbine, MD",,,,
18,Kendall Jackson,14,,G,5-8,160,,Suffield Academy,,,
19,Jake Klores,25,,G,6-0,170,,,,,
20,Chris McComber,32,,F,6-8,244,,John McCrae Secondary,,,
21,Andrew Panayiotou,2,,F,6-7,198,,Melbourne Grammar High School,,,
22,Conor Voss,52,,C,7-1,260,,St. Cloud Cathedral HS,,,
