,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Bennett Koch,25,SR,F,6-9,232,"Ashwaubenon, WI",Ashwaubenon HS, 12.7 Pts,6.1 Reb,0.5 Ast
1,Klint Carlson,2,SR,F,6-7,225,"Waverly, IA",Waverly-Shell Rock HS, 9.8 Pts,6.2 Reb,1.6 Ast
2,Tywhon Pickford,4,FR,G,6-4,202,"Minneapolis, MN",, 9.1 Pts,7.8 Reb,1.3 Ast
3,Wyatt Lohaus,33,,G,6-2,185,"North Liberty, IA",Iowa City West HS, 9.3 Pts,2.6 Reb,1.4 Ast
4,Isaiah Brown,24,SO,G,6-5,172,"Flower Mound, TX",Flower Mound High School, 6.2 Pts,3.0 Reb,1.6 Ast
5,Spencer Haldeman,30,SO,G,6-1,170,"Peosta, IA",Western Dubuque HS, 6.1 Pts,1.4 Reb,1.1 Ast
6,Juwan McCloud,13,SO,G,5-11,173,"Germantown, WI",Germantown High School, 6.6 Pts,1.7 Reb,2.4 Ast
7,Hunter Rhodes,21,SR,G,6-1,175,"Canton, IL",Canton High School, 4.1 Pts,1.6 Reb,1.3 Ast
8,Austin Phyfe,50,FR,F,6-9,235,"Waverly, IA",, 3.2 Pts,1.6 Reb,0.3 Ast
9,Ted Friedman,3,SR,C,6-9,245,"Ankeny, IA",Ankeny HS, 1.1 Pts,1.1 Reb,0.3 Ast
10,Luke McDonnell,34,SO,F,6-9,210,"Dubuque, IA",Dubuque Senior HS, 2.0 Pts,1.4 Reb,0.2 Ast
11,Adam McDermott,1,SO,G,6-4,175,"Cedar Rapids, IA",Xavier HS, 1.8 Pts,0.9 Reb,0.4 Ast
12,Miles Wentzien,10,JR,G,6-3,190,"Fort Madison, IA",, 2.6 Pts,1.0 Reb,1.2 Ast
13,Tanner Lohaus,22,FR,F,6-7,205,"North Liberty, IA",, 1.1 Pts,1.4 Reb,0.3 Ast
14,Lincoln Conrey,12,SO,F,6-7,230,"Waterloo, IA",Waterloo West HS, 1.2 Pts,0.4 Reb,0.0 Ast
15,Justin Dahl,15,SO,C,6-11,250,"Carver, MN",Holy Family HS, 0.0 Pts,0.7 Reb,0.0 Ast
16,Rafael de Souza,5,,G,6-1,185,Brazil,Gulf Coast State College (JC),,,
