,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,James Palmer,0,SR,G,6-6,207,"Washington, DC",St. John's College HS, 19.6 Pts,4.1 Reb,3.0 Ast
1,Glynn Watson Jr.,5,SR,G,6-0,180,"Bellwood, IL",St. Joseph HS, 13.4 Pts,4.0 Reb,3.0 Ast
2,Isaiah Roby,15,JR,F,6-8,230,"Dixon, IL",Dixon High School, 11.6 Pts,7.0 Reb,2.0 Ast
3,Isaac Copeland,14,SR,F,6-9,225,"Raleigh, NC",Brewster Academy (NH), 14.0 Pts,5.4 Reb,1.1 Ast
4,Thomas Allen,12,SO,G,6-1,184,"Raleigh, NC",Brewster Academy, 8.7 Pts,2.8 Reb,2.0 Ast
5,Nana Akenten,25,SO,G,6-6,218,"Bolingbrook, IL",Bolingbrook High School, 4.3 Pts,2.5 Reb,0.3 Ast
6,Tanner Borchardt,20,SR,F,6-8,250,"Gothenburg, NE",Gothenburg HS, 2.9 Pts,4.3 Reb,0.4 Ast
7,Brady Heiman,45,FR,F,6-11,215,"Springfield, NE",Platteview HS, 1.9 Pts,1.8 Reb,0.1 Ast
8,Amir Harris,1,FR,G,6-6,205,"Frederick, MD",St. James School, 2.2 Pts,2.5 Reb,0.7 Ast
9,Thorir Thorbjarnarson,34,SO,G,6-6,206,"Reykjavik, Iceland",Menntaskolinn i Reykjavik, 1.8 Pts,2.0 Reb,1.0 Ast
10,Johnny Trueblood,4,JR,G,6-3,194,"Omaha, NE",Elkhorn South HS, 1.5 Pts,2.0 Reb,0.9 Ast
11,Justin Costello,33,FR,G,6-1,200,"Omaha, NE",Elkhorn South HS, 0.9 Pts,0.2 Reb,0.4 Ast
12,Dachon Burke Jr.,11,JR,G,6-4,180,"Orange, NJ",Coastal Academy,,,
13,Karrington Davis,10,FR,G,6-6,215,"St. Louis, MO",Montverde Academy,,,
