,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Rodney Bullock,5,SR,F,6-7,220,"Hampton, VA",Kecoughtan HS, 14.0 Pts,5.8 Reb,1.2 Ast
1,Alpha Diallo,11,SO,G,6-7,205,"New York, NY",Araham Lincoln High School, 13.0 Pts,6.6 Reb,2.2 Ast
2,Kyron Cartwright,24,SR,G,5-11,185,"Compton, CA",Compton HS, 11.8 Pts,2.9 Reb,5.7 Ast
3,Jalen Lindsey,21,SR,G,6-7,195,"Murfreesboro, TN",Huntington Prep HS, 8.9 Pts,3.6 Reb,0.9 Ast
4,Isaiah Jackson,44,JR,G,6-6,207,"Gainesville, FL",The Villages Charter, 7.6 Pts,4.3 Reb,1.1 Ast
5,Nate Watson,0,FR,C,6-10,260,"Arlington, VA",, 6.8 Pts,2.0 Reb,0.1 Ast
6,Kalif Young,13,SO,F,6-9,250,Canada,Orangeville High School, 4.4 Pts,4.1 Reb,0.6 Ast
7,Makai Ashton-Langford,1,FR,G,6-3,185,"Worcester, MA",, 4.2 Pts,1.6 Reb,1.7 Ast
8,Maliek White,4,SO,G,6-2,180,"Richmond, VA",George Wythe High School, 5.0 Pts,1.1 Reb,0.8 Ast
9,Drew Edwards,25,SO,G,6-3,185,"Perry Hall, MD",Calvert Hall HS, 2.1 Pts,1.5 Reb,0.4 Ast
10,Dajour Dickens,33,FR,C,7-0,220,"Hampton, VA",, 2.0 Pts,1.0 Reb,0.0 Ast
11,Tom Planek,34,SR,F,6-6,195,"Oak Park, IL",Fenwick HS, 0.4 Pts,0.3 Reb,0.0 Ast
12,Andrew Fonts,10,FR,G,6-2,170,"Portsmouth, RI",, 0.3 Pts,0.0 Reb,0.0 Ast
13,Emmitt Holt,15,,F,6-7,240,"Webster, NY",Webster Schroeder,,,
