,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Malik Moore,0,SR,F,6-6,190,"Asheville, NC",Clyde A. Erwin HS, 15.8 Pts,6.9 Reb,2.3 Ast
1,Deion Holmes,11,SR,G,6-2,188,"Chesnee, SC",Chesnee HS, 14.9 Pts,4.3 Reb,1.2 Ast
2,Everette Hammond,2,FR,G,6-2,181,"Silver Spring, MD",St. Thomas More School, 7.3 Pts,2.3 Reb,1.8 Ast
3,Nevin Zink,35,FR,C,6-9,219,"Newtown, CT",St. Andrews School, 6.0 Pts,4.0 Reb,0.2 Ast
4,Brandon Martin,4,FR,F,6-5,213,"Miami, FL",Cardinal Newman School, 5.6 Pts,2.5 Reb,0.4 Ast
5,Pat Welch,15,SR,G,5-11,181,"Pembroke, NH",Pembroke Academy, 4.8 Pts,1.1 Reb,0.8 Ast
6,Dalvin White,1,FR,G,5-10,153,"Norcross, GA",Norcross HS, 4.5 Pts,1.5 Reb,2.8 Ast
7,Jure Span,3,SR,G,6-4,175,"Ljubljana, Slovenia",COMBINE Academy, 3.8 Pts,2.1 Reb,3.3 Ast
8,Bryson Mozone,5,FR,G,6-6,183,"North Augusta, SC",North Augusta HS, 5.1 Pts,2.9 Reb,0.6 Ast
9,Josh Aldrich,34,FR,G,6-7,200,"Wilmington, NC",New Hanover HS, 3.2 Pts,2.9 Reb,0.5 Ast
10,Ross Ryan,10,FR,C,6-9,221,"Pickerington, OH",Pickerington North HS, 2.3 Pts,1.6 Reb,0.6 Ast
11,Thomas Booker,23,FR,G,6-2,178,"Nashville, TN",Bowling Green High School, 4.2 Pts,0.7 Reb,0.2 Ast
12,Andrew Tate,22,SO,F,6-6,188,"Spartanburg, SC",Spartanburg HS, 0.6 Pts,1.0 Reb,0.1 Ast
13,Jordan Furlough,14,FR,F,6-7,210,"Myrtle Beach, SC",St. James HS, 0.6 Pts,0.3 Reb,0.2 Ast
14,Lloyd Hemming,21,,F,6-4,186,"Cayce, SC",Brookland Cayce HS,,,
