,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,A.J. Davis,3,SR,F,6-9,215,"Atlanta, GA",Buford, 12.3 Pts,7.6 Reb,2.2 Ast
1,Dayon Griffin,10,JR,G,6-5,188,"Saint Petersburg, FL",St. Petersburg HS, 8.7 Pts,4.1 Reb,1.2 Ast
2,Ceasar DeJesus,4,FR,G,6-3,190,"Baltimore, MD",, 8.6 Pts,2.3 Reb,1.8 Ast
3,B.J. Taylor,1,JR,G,6-2,200,"Orlando, FL",Boone HS, 15.9 Pts,2.0 Reb,3.2 Ast
4,Tacko Fall,24,JR,C,7-6,300,Senegal,Liberty Christian Prep (FL), 11.3 Pts,7.3 Reb,0.3 Ast
5,Terrell Allen,2,SO,G,6-2,180,"Upper Marlboro, MD",, 5.5 Pts,3.0 Reb,2.8 Ast
6,Chad Brown,21,JR,F,6-4,225,"Deltona, FL",Deltona HS, 5.2 Pts,4.6 Reb,0.2 Ast
7,Chance McSpadden,22,SO,G,6-4,180,"Winter Haven, FL",Winter Haven HS, 5.3 Pts,2.9 Reb,0.6 Ast
8,Djordjije Mumin,33,SR,G,6-2,200,Montenegro,American Heritage HS, 2.9 Pts,0.8 Reb,0.2 Ast
9,Myles Douglas,5,FR,F,6-8,215,"Edgewood, MD",, 2.0 Pts,1.1 Reb,0.3 Ast
10,Rokas Ulvydas,11,SO,F,6-11,235,Lithuania,Mt. Zion Prep HS, 2.3 Pts,2.3 Reb,0.0 Ast
11,Nathan Laing,51,SR,G,6-0,165,"Lillington, NC",Harnett Central HS, 0.0 Pts,0.3 Reb,0.1 Ast
12,Anthony Catotti,30,,F,6-4,200,,Seminole High School,,,
13,Aubrey Dawkins,15,,F,6-6,205,"Palo Alto, CA",New Hampton Prep (NH),,,
14,Daniel Lewis,13,,G,6-5,175,,,,,
15,Tate Morse,25,,G,6-4,165,,Orangewood Christian High School,,,
16,Collin Smith,35,,C,6-11,235,"Jacksonville, FL",The Bolles School,,,
17,Brock Stephenson,20,,G,6-0,190,"Miami, FL",Dade Christian High School,,,
