,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Kamar Baldwin,3,JR,G,6-1,195,"Winder, GA",Apalachee High School, 17.2 Pts,5.0 Reb,3.2 Ast
1,Paul Jorgensen,5,SR,G,6-2,185,"New City, NY",Don Bosco Prep (NJ), 11.7 Pts,3.2 Reb,1.6 Ast
2,Sean McDermott,22,JR,F,6-6,195,"Anderson, IN",Pendleton Heights HS, 9.4 Pts,3.8 Reb,0.5 Ast
3,Joey Brunk,50,SO,C,6-11,230,"Indianapolis, IN",Southport High School, 7.7 Pts,3.7 Reb,1.0 Ast
4,Jordan Tucker,1,SO,F,6-7,210,"White Plains, NY",Joseph Wheeler High School, 9.6 Pts,4.2 Reb,0.7 Ast
5,Aaron Thompson,2,SO,G,6-2,185,"Glenn Dale, MD",Paul VI Catholic High School, 6.1 Pts,2.0 Reb,4.1 Ast
6,Nate Fowler,51,SR,C,6-10,240,"Cincinnati, OH",Moeller HS, 5.4 Pts,3.7 Reb,1.1 Ast
7,Henry Baddley,20,JR,G,6-4,180,"Wadsworth, OH",St. Vincent St. Mary High School, 4.5 Pts,2.3 Reb,0.5 Ast
8,Christian David,25,SO,F,6-6,200,"Milton, Canada",Vermont Academy, 1.7 Pts,2.0 Reb,0.6 Ast
9,Bryce Golden,33,FR,F,6-9,250,"Winchester, VA",Saint James School, 1.6 Pts,0.7 Reb,0.0 Ast
10,Jerald Gillens-Butler,21,SO,G,6-4,230,"Orlando, FL",Calvary Christian High School, 1.0 Pts,1.2 Reb,0.2 Ast
11,Campbell Donovan,0,SO,G,5-11,170,"Fort Wayne, IN",Bishop Dwenger High School, 0.5 Pts,0.1 Reb,0.1 Ast
12,Markeese Hastings,24,FR,F,6-7,190,"Wyoming, MI",,,,
13,Bryce Nze,10,JR,F,6-7,225,"Hartland, WI",Arrowhead HIgh School,,,
