,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,KeVaughn Allen,5,SR,G,6-2,193,"Little Rock, AR",North Little Rock HS, 12.0 Pts,2.8 Reb,2.1 Ast
1,Noah Locke,10,FR,G,6-3,205,"Randallstown, MD",McDonogh School, 9.6 Pts,2.4 Reb,0.6 Ast
2,Jalen Hudson,3,SR,G,6-6,195,"Richmond, VA",St. Vincent-St. Mary HS, 9.0 Pts,2.9 Reb,0.9 Ast
3,Kevarrius Hayes,13,SR,C,6-9,227,"Live Oak, FL",Suwanee HS, 8.1 Pts,6.3 Reb,0.7 Ast
4,Keyontae Johnson,11,FR,F,6-5,225,"Norfolk, VA",Oak Hill Academy, 8.1 Pts,6.2 Reb,1.3 Ast
5,Andrew Nembhard,2,FR,G,6-5,191,"Aurora, Canada",Montverde Academy, 8.1 Pts,2.8 Reb,5.3 Ast
6,Deaundrae Ballard,24,SO,G,6-5,197,"Atlanta, GA",Southwest Atlanta Christian Academy, 4.6 Pts,1.6 Reb,0.2 Ast
7,Keith Stone,25,JR,F,6-8,253,"Deerfield Beach, FL",Zion Lutheran HS, 6.1 Pts,3.9 Reb,0.6 Ast
8,Dontay Bassett,21,SO,F,6-9,237,"Oakland, CA",Oldsmar Christian Academy, 2.7 Pts,2.2 Reb,0.2 Ast
9,Isaiah Stokes,15,FR,F,6-8,270,"Memphis, TN",IMG Academy, 2.7 Pts,1.0 Reb,0.4 Ast
10,Mike Okauru,0,SO,G,6-3,184,"Raleigh, NC",Brewster Academy, 1.4 Pts,0.6 Reb,0.3 Ast
11,Andrew Fava,22,SO,G,5-10,171,"Baltimore, MD",Loyola Blakefield, 1.2 Pts,0.2 Reb,0.0 Ast
12,Chase Johnson,1,FR,F,6-9,219,"Ripley, WV",Huntington Prep, 3.0 Pts,2.0 Reb,0.0 Ast
13,Mak Krause,14,SR,G,6-2,172,"Atlanta, GA",St. Pius X Catholic High School, 0.3 Pts,0.1 Reb,0.0 Ast
14,Gorjok Gak,12,JR,C,6-11,254,"Sydney, Australia",Victory Rock Prep,,,
