,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Stevie Jordan,23,JR,G,6-0,170,"Bensalem, PA",Advanced Prep International, 12.6 Pts,3.5 Reb,4.4 Ast
1,Frederick Scott,13,SO,F,6-8,223,"Munster, IN",Simeon HS, 12.1 Pts,5.7 Reb,1.4 Ast
2,Tyere Marshall,20,JR,C,6-9,240,"Philadelphia, PA",Putnam Science Academy, 10.8 Pts,6.6 Reb,1.3 Ast
3,Jordan Allen,2,SO,G,6-4,195,"Dover, DE",Dover High School, 10.1 Pts,2.5 Reb,0.6 Ast
4,Anthony Durham,12,SR,G,6-3,200,"Philadelphia, PA",Abington HS, 9.4 Pts,3.7 Reb,2.0 Ast
5,Dimencio Vaughn,14,SO,G,6-5,210,"New York, NY",The Masters School, 10.6 Pts,5.2 Reb,1.4 Ast
6,Kimar Williams,22,JR,G,6-1,185,"Philadelphia, PA",Constitution HS, 4.1 Pts,2.2 Reb,2.6 Ast
7,Devine Eke,11,JR,F,6-8,210,"Plainfield, NJ",Union Catholic Regional HS, 3.8 Pts,2.6 Reb,0.5 Ast
8,Ahmad Gilbert,32,JR,G,6-7,215,"Philadelphia, PA",Constitution HS, 3.3 Pts,1.2 Reb,0.7 Ast
9,Ajiri Johnson,10,FR,F,6-8,204,"Lansdowne, PA",Monsignor Bonner HS, 2.8 Pts,1.6 Reb,0.1 Ast
10,Karamoko Cisse,15,SR,F,6-7,225,"Denver, CO",Montbello High School, 1.4 Pts,0.8 Reb,0.1 Ast
11,Ryan O'Leary,24,FR,G,6-5,185,"Sayreville, NJ",Sayreville HS, 1.0 Pts,0.0 Reb,0.0 Ast
12,Noah Buono,3,FR,G,6-5,175,"Brick, NJ",Brick Township HS, 0.5 Pts,0.3 Reb,0.0 Ast
13,Tyrel Bladen,21,FR,F,6-10,217,"Coatesville, PA",Coatesville HS,,,
14,Tyrei Randall,5,SO,G,6-5,165,"Aurora, CO",Rangeview High School,,,
