,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Jr. Clay,4,FR,G,6-0,160,"Chattanooga, TN",The McCallie School, 14.4 Pts,3.8 Reb,4.3 Ast
1,Hunter Vick,20,FR,G,6-4,180,"Camden, TN",Camden Central HS, 11.2 Pts,3.8 Reb,2.1 Ast
2,Micaiah Henry,11,JR,C,6-9,235,"Decatur, GA",Columbia High School, 9.7 Pts,4.7 Reb,0.6 Ast
3,Corey Tillery,3,JR,G,6-1,175,"Atlanta, GA",Douglas County High School, 8.1 Pts,2.4 Reb,1.0 Ast
4,Courtney Alexander II,22,SR,F,6-8,205,"Mableton, GA",Whitefield Academy, 7.4 Pts,8.3 Reb,2.0 Ast
5,Jared Sherfield,2,FR,G,6-5,165,"Tuscaloosa, AK",Paul W. Bryant HS, 4.9 Pts,2.5 Reb,1.1 Ast
6,Malik Martin,25,SR,F,6-11,220,"Miami, FL",Faith Baptist HS, 9.7 Pts,5.0 Reb,1.5 Ast
7,Garrett Golday,24,FR,F,6-7,220,"Arlington, TN",Arlington HS, 4.2 Pts,2.2 Reb,0.3 Ast
8,Johnnie Vassar,5,SR,G,6-1,190,"Chicago, IL",J Serra, 4.7 Pts,2.3 Reb,0.7 Ast
9,Cade Crosland,54,JR,G,6-0,180,"Sparta, TN",White County High School, 1.5 Pts,0.9 Reb,0.4 Ast
10,Tyler Thompson,15,JR,G,6-5,205,"Kingston, TN",, 0.9 Pts,0.4 Reb,0.2 Ast
11,Maverick Smith,1,SO,G,6-5,185,"Oakdale, TN",Oakdale High School, 0.6 Pts,0.5 Reb,0.0 Ast
12,Spencer Chandler,30,FR,G,6-5,180,"Clinton, TN",Anderson County HS, 0.0 Pts,0.0 Reb,0.0 Ast
13,Caden Mills,23,FR,G,6-6,190,"Spencer, TN",Van Buren County HS, 0.0 Pts,0.0 Reb,0.0 Ast
14,Chris McNeal,0,SR,G,6-1,190,"Jackson, TN",South Side HS,,,
15,Chase Ridenour,10,FR,G,6-0,195,"Knoxville, TN",Knox Webb HS,,,
16,Reece Wilkinson,21,FR,C,6-9,270,"Miami, FL",Norland HS,,,
