,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Tyler Jones,15,SO,F,6-7,200,"Atlantic City, NJ",Holy Spirit High School, 12.1 Pts,5.0 Reb,0.6 Ast
1,Ahmad Frost,11,SO,G,6-0,190,"Cincinnati, OH",Fishburne Military Prep HS, 10.8 Pts,3.0 Reb,2.4 Ast
2,Logan McIntosh,3,SR,G,6-3,180,"Atlanta, GA",McEachern High School, 11.9 Pts,4.0 Reb,4.6 Ast
3,Miryne Thomas,1,FR,F,6-8,190,"Cleveland, OH",, 11.1 Pts,7.8 Reb,0.9 Ast
4,Cameron Bacote,2,FR,G,6-3,170,"Hampton, VA",, 7.2 Pts,1.8 Reb,1.9 Ast
5,Colen Gaynor,4,FR,G,6-5,185,"Berlin, MD",Mount Zion Baptist Christian School, 5.4 Pts,4.4 Reb,0.3 Ast
6,LeAndre Thomas,5,FR,F,6-10,245,"Saint Petersburg, FL",, 3.1 Pts,3.2 Reb,0.1 Ast
7,Sean Hoggs,13,FR,G,6-0,160,"Lawrenceville, NJ",, 2.8 Pts,1.3 Reb,0.4 Ast
8,Montraz Oliver,10,FR,G,6-2,150,"Princess Anne, MD",Gerge Washingtong Carver Center for ARts and Technology, 0.9 Pts,0.8 Reb,0.1 Ast
9,Micheal Odiana,23,FR,G,6-2,165,"Dracut, MA",, 0.4 Pts,0.2 Reb,0.1 Ast
10,Najee Fitzgerald,12,SR,G,6-0,210,"Baltimore, MD",, 0.3 Pts,0.6 Reb,0.1 Ast
11,Ryan Andino,0,,G,6-2,180,"Fort Lauderdale, FL",Fishburne Military School,,,
12,Dontae Caldwell,20,,G,6-5,190,"Santa Ana, CA",Bull City Prep Academy,,,
13,Kevin Holmes Jr.,21,,F,6-10,210,"Virginia Beach, VA",Bishop Sullivan Catholic HS,,,
14,Isaac Taylor,35,,F,6-8,250,"Wachapreague, VA",Montrose Christian School,,,
