,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Nic Thomas,14,JR,G,6-2,185,"Arlington, TX",HSAA, 14.4 Pts,3.1 Reb,1.7 Ast
1,Derrik Jamerson Jr.,35,SR,G,6-5,180,"Detroit, MI",Cornerstone Health and Technology High School, 10.3 Pts,3.8 Reb,0.5 Ast
2,Mastadi Pitt,0,SO,G,6-1,210,"Hampton, VA",Hampton High School, 9.8 Pts,2.3 Reb,2.8 Ast
3,Steven Whitley,34,JR,G,6-3,220,"Norfolk, VA",Booker T. Washington (VA), 9.6 Pts,5.1 Reb,3.9 Ast
4,Alex Long,22,SR,F,6-8,225,"Clinton, MD",Mount Zion Baptist Christian School, 8.5 Pts,4.4 Reb,1.0 Ast
5,Jordan Butler,45,SR,F,6-6,245,"Hartford, CT",Putnam Science Academy, 8.1 Pts,6.3 Reb,0.8 Ast
6,Armani Branch,5,SR,F,6-7,210,"Hampton, VA",Genesis Academy, 4.4 Pts,2.5 Reb,0.7 Ast
7,C.J. Kelly,15,FR,G,6-5,190,"Long Island, NY",Queens HS Of Teaching, 4.6 Pts,2.0 Reb,0.4 Ast
8,Kyonze Chavis,55,SO,G,6-4,185,"Chesapeake, VA",, 3.7 Pts,1.9 Reb,1.1 Ast
9,Joe Bryant Jr,4,FR,G,6-1,225,"Norfolk, VA",Lake Taylor HS, 2.3 Pts,1.4 Reb,0.6 Ast
10,BJ Fitzgerald,1,FR,G,6-6,200,"Danville, VA",Carlisle School, 2.2 Pts,1.4 Reb,0.0 Ast
11,Chris Ford,32,FR,F,6-8,220,"Chesterfield, VA",L.C. Bird HS, 1.0 Pts,1.1 Reb,0.1 Ast
12,Jermaine Bishop,11,JR,G,6-1,180,"Queens, NY",Holy Cross HS,,,
13,Obi Momah,3,SR,F,6-7,240,"Farmington, CT",Farmington HS,,,
