,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Kyle Guy,5,JR,G,6-2,175,"Indianapolis, IN",Lawrence Central High School, 15.6 Pts,4.4 Reb,2.2 Ast
1,De'Andre Hunter,12,SO,G,6-7,225,"Philadelphia, PA",Friends' Central School, 15.1 Pts,5.0 Reb,2.1 Ast
2,Ty Jerome,11,JR,G,6-5,195,"New Rochelle, NY",Iona Preparatory School, 13.0 Pts,4.1 Reb,5.4 Ast
3,Mamadi Diakite,25,JR,F,6-9,228,"Conakry, Guinea",Blue Ridge High School, 6.8 Pts,3.7 Reb,0.4 Ast
4,Braxton Key,2,JR,G,6-8,225,"Charlotte, NC",Oak Hill Academy, 6.0 Pts,5.5 Reb,1.1 Ast
5,Jay Huff,30,SO,F,7-1,232,"Durham, NC",Voyager Academy, 4.9 Pts,2.4 Reb,0.3 Ast
6,Kihei Clark,0,FR,G,5-9,155,"Woodland Hills, CA",Taft Charter HS, 4.2 Pts,2.2 Reb,2.3 Ast
7,Jack Salt,33,SR,C,6-10,250,"Auckland, New Zealand",Westlake HS, 4.2 Pts,4.0 Reb,0.5 Ast
8,Kody Stattmann,23,FR,G,6-7,187,"Bentley Park, Australia",, 1.8 Pts,0.6 Reb,0.1 Ast
9,Marco Anthony,24,SO,G,6-4,212,"San Antonio, TX",Oliver Wendell Holmes High School, 1.2 Pts,0.6 Reb,0.5 Ast
10,Grant Kersey,1,FR,G,,,"Charlottesville, VA",, 1.3 Pts,0.2 Reb,0.1 Ast
11,Austin Katstra,45,SO,F,6-6,217,"Charlottesville, VA",Albemarle High School, 0.9 Pts,0.5 Reb,0.3 Ast
12,Jayden Nixon,10,FR,G,6-3,189,"Charlottesville, VA",Choate Rosemary Hall HS, 0.6 Pts,0.6 Reb,0.1 Ast
13,Francesco Badocchi,1,FR,F,6-7,205,"Milan, Italy",, 0.5 Pts,0.6 Reb,0.0 Ast
14,Francisco Caffaro,22,FR,C,7-0,233,"El Trebo, Argentina",NBA Global Academy,,,
