,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Barry Brown,5,SR,G,6-3,195,"Saint Petersburg, FL",Gibbs HS, 14.9 Pts,4.1 Reb,2.9 Ast
1,Kamau Stokes,3,SR,G,6-0,170,"Baltimore, MD",Fork Union Military Academy, 10.8 Pts,2.8 Reb,3.3 Ast
2,Xavier Sneed,20,JR,F,6-5,220,"St. Louis, MO",Hazelwood Central HIgh School, 10.6 Pts,5.4 Reb,2.0 Ast
3,Dean Wade,32,SR,F,6-10,228,"St. John, KS",St. John HS, 12.9 Pts,6.1 Reb,2.8 Ast
4,Makol Mawien,14,JR,F,6-9,245,"West Valley City, UT",Granger HS, 6.8 Pts,4.6 Reb,0.3 Ast
5,Cartier Diarra,2,SO,G,6-4,190,"Florence, SC",West Florence High School, 6.7 Pts,3.4 Reb,1.7 Ast
6,Mike McGuirl,0,SO,G,6-2,195,"Ellington, CT",East Catholic High School, 3.5 Pts,1.5 Reb,1.2 Ast
7,Levi Stockard III,34,SO,F,6-8,240,"St. Louis, MO",Vashon High School, 1.8 Pts,1.5 Reb,0.1 Ast
8,Austin Trice,23,JR,F,6-7,235,"Chicago, IL",, 2.0 Pts,2.7 Reb,0.1 Ast
9,Shaun Neal-Williams,1,FR,G,6-3,170,"St. Louis, MO",Hazelwood Central HS, 1.5 Pts,1.1 Reb,0.6 Ast
10,Pierson McAtee,24,JR,F,6-6,200,"Manhattan, KS",Manhattan HS, 0.5 Pts,0.5 Reb,0.0 Ast
11,James Love,21,SO,F,6-11,240,"Fort Lauderdale, FL",American Heritage School, 0.4 Pts,0.4 Reb,0.0 Ast
12,Nigel Shadd,45,FR,F,6-9,250,"Mesa, AZ",Tri-City Christian Academy, 0.2 Pts,0.5 Reb,0.1 Ast
13,Patrick Muldoon,35,JR,F,6-7,210,"Basehor, KS",Basehor-Linwood HS, 0.0 Pts,0.5 Reb,0.0 Ast
14,Goodnews Kpegeol,4,,G,6-6,180,"Saint Paul, MN",Taylormade Academy,,,
