,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Darius Quisenberry,3,FR,G,6-1,186,"Springfield, OH",Huber Heights Wayne HS, 13.8 Pts,2.9 Reb,3.8 Ast
1,Garrett Covington,32,SO,G,6-5,216,"Carmel, IN",Carmel High School, 10.3 Pts,3.8 Reb,1.3 Ast
2,Devin Morgan Jr.,22,JR,G,5-10,212,"Chester, VA",Matoaca HS, 9.5 Pts,2.5 Reb,2.5 Ast
3,Jelani Simmons,2,FR,G,6-5,190,"Columbus, OH",Beechcroft HS, 8.1 Pts,2.5 Reb,1.1 Ast
4,Naz Bohannon,33,SO,F,6-6,230,"Lorain, OH",Lorain High School, 7.8 Pts,8.4 Reb,3.0 Ast
5,Donel Cathcart III,13,JR,G,6-5,190,"Buffalo, NY",Cardinal O'Hara HS, 7.0 Pts,1.7 Reb,0.5 Ast
6,Kendale Hampton,5,JR,G,6-3,200,"Columbia, SC",A.C. Flora HS, 5.9 Pts,1.9 Reb,0.5 Ast
7,Michael Akuchie,31,SO,F,6-8,212,"Plantation, FL",St. Thomas Aquinas High School, 4.0 Pts,3.0 Reb,0.4 Ast
8,Noe Anabir,21,SR,F,6-8,229,"Geneva, Switzerland",Lions of Geneva, 4.0 Pts,3.0 Reb,0.7 Ast
9,Antwan Maxwell,0,JR,F,6-7,220,"Savannah, GA",Sol C. Johnson High School, 3.3 Pts,1.7 Reb,0.3 Ast
10,Olamide Pederson,23,FR,F,6-9,209,"Bronshoj, Denmark",Sunrise Christian Academy, 2.7 Pts,3.4 Reb,0.2 Ast
11,Alex Holcombe,42,JR,F,6-9,244,"Houston, TX",Marshall High School, 1.5 Pts,1.2 Reb,0.0 Ast
12,John Sally Jr.,50,FR,C,6-11,256,"Disputanta, VA",Benedictine College Prep, 1.8 Pts,1.3 Reb,0.2 Ast
13,Atiba Taylor,1,FR,G,6-4,178,"Hackensack, NJ",Hackensack HS, 1.8 Pts,0.6 Reb,0.7 Ast
14,Geoff Hamperian,20,FR,G,6-4,200,"Morgantown, WV",University HS, 1.1 Pts,0.4 Reb,0.0 Ast
15,Justin Bofenkamp,34,FR,G,6-0,184,"Vienna, OH",Warren JFK HS, 0.8 Pts,0.7 Reb,0.5 Ast
16,Cameron Kane-Johnson,4,JR,G,5-11,220,"Niles, OH",Niles HS,,,
