,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Darnell Edge,1,SR,G,6-2,185,"Saugerties, NY",Saugerties HS, 16.4 Pts,3.5 Reb,2.4 Ast
1,Jahlil Jenkins,3,SO,G,5-10,160,"Ranson, WV",Virginia Academy, 13.5 Pts,3.1 Reb,4.5 Ast
2,Mike Holloway,34,SR,F,6-8,245,"Pittsgrove, NJ",Arthur P. Schalick HS, 12.5 Pts,5.5 Reb,1.5 Ast
3,Xzavier Malone,5,SO,G,6-4,180,"Philadelphia, PA",Plymouth Whitemarsh High School, 11.4 Pts,3.9 Reb,1.9 Ast
4,Kaleb Bishop,12,JR,F,6-8,195,"Paterson, NJ",St. Anthony High School, 10.1 Pts,6.3 Reb,0.6 Ast
5,Elyjah Williams,21,SO,F,6-7,220,"Evanston, IL",Evanston Township High School, 8.1 Pts,5.3 Reb,1.9 Ast
6,Brandon Powell,10,FR,G,6-2,185,"Middletown, NY",Pine Bush HS, 2.1 Pts,1.1 Reb,0.7 Ast
7,Tyler Jones,11,SO,G,5-11,165,"Lawrenceville, NJ",The Peddie School, 1.8 Pts,0.6 Reb,0.8 Ast
8,Oscar Okeke,15,SO,C,6-11,225,"Abuja, Nigeria",St. Anthony HS, 0.6 Pts,0.5 Reb,0.0 Ast
9,Bassel Sabliba Jr.,2,FR,G,6-4,190,"Hackensack, NJ",Hackensack HS, 0.9 Pts,0.4 Reb,0.3 Ast
10,Pat McNamara,33,JR,G,6-5,190,"Arlington Heights, IL",St. Viator HS, 0.9 Pts,0.5 Reb,0.2 Ast
11,Nadi Beciri,24,SR,F,6-7,215,"Maywood, NJ",Bergen Catholic High School, 5.0 Pts,2.5 Reb,0.0 Ast
12,Marc Dadika,35,FR,F,6-8,210,"Saddle Brook, NJ",St. Mary HS,,,
