,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Ja Morant,12,SO,G,6-3,175,"Dalzell, SC",Crestwood High School, 24.6 Pts,5.5 Reb,10.0 Ast
1,Leroy Buchanan,11,SR,G,6-3,190,"Madison, MS",Madison Central High School, 13.0 Pts,4.2 Reb,1.8 Ast
2,Tevin Brown,10,FR,G,6-5,180,"Fairhope, AL",Fairhope HS, 11.7 Pts,4.7 Reb,2.4 Ast
3,Darnell Cowart,32,JR,F,6-8,295,"Chicago, IL",, 10.4 Pts,6.5 Reb,1.0 Ast
4,K.J. Williams,23,FR,F,6-9,240,"Cleveland, MS",Cleveland Central HS, 7.6 Pts,4.7 Reb,0.5 Ast
5,Jaiveon Eaves,14,JR,G,6-2,195,"Madisonville, KY",Madisonville-North Hopkins HIgh School, 3.7 Pts,0.9 Reb,0.5 Ast
6,Brion Whitley,22,SO,G,6-4,200,"Sarasota, FL",Sarasota Christian High School, 3.3 Pts,0.7 Reb,0.3 Ast
7,Brion Sanchious,4,SR,F,6-8,245,"Pompano Beach, FL",Northeast High School, 2.8 Pts,3.1 Reb,0.6 Ast
8,Mike Davis,0,JR,F,6-7,210,"East Brewton, AL",, 3.4 Pts,3.0 Reb,0.6 Ast
9,Devin Gilmore,13,SO,F,6-6,200,"Picayune, MS",Ridgeland High School, 3.5 Pts,2.9 Reb,0.3 Ast
10,Anthony Smith,24,SR,F,6-7,225,"Suitland, MD",Potomac High School, 7.6 Pts,5.0 Reb,0.8 Ast
11,Jalen Johnson,25,FR,G,6-1,175,"Hopkinsville, KY",Hopkinsville HS, 0.8 Pts,0.4 Reb,0.4 Ast
12,DaQuan Smith,1,FR,G,6-1,175,"Holly Springs, MS",Holly Springs HS, 1.0 Pts,0.0 Reb,0.3 Ast
