,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Brandon Jackson,32,JR,F,6-7,215,"East St. Louis, IL",Cardinal Ritter College Prep High School, 13.8 Pts,6.4 Reb,0.4 Ast
1,David McFarland,15,SR,G,6-4,180,"Edwards, MS",Raymond High School, 13.6 Pts,3.8 Reb,1.6 Ast
2,Tyrese Williford,5,JR,G,5-10,165,"Chicago, IL",, 13.1 Pts,3.5 Reb,3.7 Ast
3,Cameron Williams,24,FR,G,6-2,190,"St. Louis, MO",Hazelwood Central HS, 10.0 Pts,3.4 Reb,1.4 Ast
4,Daniel Kinchen,3,SR,G,6-3,170,"Atlanta, GA",Stephenson High School, 6.9 Pts,1.6 Reb,1.3 Ast
5,Jaylin McCoy,25,SR,G,5-11,180,"Montgomery, AL",Saint James School, 4.7 Pts,1.1 Reb,1.2 Ast
6,Christian Ellis,13,JR,G,6-2,190,"Oakland, CA",Modesto Christian High School, 3.8 Pts,4.0 Reb,2.0 Ast
7,Anselm Uzuegbunem,30,JR,F,6-7,235,"Oklahoma City, OK",, 3.6 Pts,4.2 Reb,0.6 Ast
8,Treavon Martin,0,FR,F,6-8,210,"Chicago, IL",Curie HS, 3.3 Pts,2.5 Reb,0.5 Ast
9,D.J. Jackson,1,SO,F,6-5,190,"Moscow, TN",Fayette Academy, 2.5 Pts,2.4 Reb,0.2 Ast
10,Elochukwu Eze,23,FR,C,6-10,240,"Enugu, Nigeria",Asheville Christian Academy, 1.4 Pts,1.9 Reb,0.1 Ast
11,Bill Awet,10,SO,F,6-8,200,"Sydney, Australia",Victory Rock Prep, 2.6 Pts,0.6 Reb,0.2 Ast
12,D'Quan Applewhite,2,JR,G,6-3,180,"Harvey, IL",Thornton Township High School, 0.0 Pts,0.0 Reb,0.0 Ast
13,Jackson Best,31,SO,G,5-9,165,"Edwardsville, IL",Edwardsville HS, 0.0 Pts,0.0 Reb,0.0 Ast
14,Blake Lindenmeyer,21,SO,G,6-0,180,"Arcola, IL",Arcola HS, 0.0 Pts,0.0 Reb,0.0 Ast
15,Justin Benton,22,JR,G,6-4,195,"Memphis, TN",Huston High School,,,
