,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Thomas Wilder,10,SR,G,6-3,185,"Montgomery, IL",Quakerdale Prep (IA), 18.8 Pts,4.4 Reb,4.3 Ast
1,Josh Davis,3,JR,G,6-5,175,"Detroit, MI",Henry Ford High School, 10.7 Pts,6.3 Reb,1.2 Ast
2,Reggie Jones,23,SO,G,6-6,203,"Marion, IN",Marion High School, 10.1 Pts,3.9 Reb,2.1 Ast
3,Bryce Moore,0,JR,G,6-2,190,"Indianapolis, IN",Park Tudor School, 9.8 Pts,2.6 Reb,1.5 Ast
4,Brandon Johnson,35,SO,F,6-8,203,"Chicago, IL",Thornton Fractional South High School, 9.3 Pts,5.8 Reb,0.7 Ast
5,Drake LaMont,42,SR,C,6-10,240,"Plantation, FL",American Heritage, 6.8 Pts,3.9 Reb,1.2 Ast
6,Seth Dugan,50,JR,C,7-1,240,"Otsego, MI",Otsego High School (MI), 5.2 Pts,4.1 Reb,0.4 Ast
7,Michael Flowers,1,FR,G,6-2,190,"Southfield, MI",, 3.4 Pts,1.0 Reb,0.5 Ast
8,Jared Printy,4,SO,G,6-4,172,"Cedar Rapids, IA",Linn-Mar High School, 2.0 Pts,0.5 Reb,0.3 Ast
9,Jarrin Randall,12,SO,G,5-11,149,"Chicago, IL",Morgan Park High School, 1.3 Pts,0.2 Reb,0.6 Ast
10,Adida Ikongshul,24,SO,F,6-6,185,"Madison, IN",Shawe Memorial High School, 1.2 Pts,1.9 Reb,0.3 Ast
11,Jason Whitens,30,FR,G,6-5,195,"Powers, MI",, 1.1 Pts,0.9 Reb,0.3 Ast
12,TJ Clifford,32,FR,F,6-5,220,"Downers Grove, IL",, 0.7 Pts,0.9 Reb,0.0 Ast
13,Kyle McDermed,2,FR,G,6-2,175,"Frankfort, IL",, 0.2 Pts,0.1 Reb,0.2 Ast
