,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,R.J. Barrett,5,FR,F,6-7,202,"Mississauga, Canada",Monteverde Academy, 22.9 Pts,7.5 Reb,4.1 Ast
1,Zion Williamson,1,FR,F,6-7,285,"Spartanburg, SC",Spartanburg Day School, 22.1 Pts,8.9 Reb,2.1 Ast
2,Cam Reddish,2,FR,F,6-8,218,"Norristown, PA",Westtown School, 13.7 Pts,3.7 Reb,1.9 Ast
3,Tre Jones,3,FR,G,6-2,183,"Apple Valley, MN",Apple Valley HS, 9.3 Pts,3.8 Reb,5.3 Ast
4,Marques Bolden,20,JR,C,6-11,250,"DeSoto, TX",DeSoto High School, 5.8 Pts,4.7 Reb,0.5 Ast
5,Alex O'Connell,15,SO,G,6-6,183,"Roswell, GA",Milton High School, 4.5 Pts,1.8 Reb,0.6 Ast
6,Jack White,41,JR,F,6-7,222,"Traralgon, Australia",Australian Institute of Sport, 4.4 Pts,5.0 Reb,0.8 Ast
7,Javin DeLaurier,12,JR,F,6-10,234,"Shipman, VA",St. Anne's-Belfield School, 3.8 Pts,4.2 Reb,0.5 Ast
8,Jordan Goldwire,14,SO,G,6-2,181,"Norcross, GA",Norcross High School, 0.8 Pts,0.8 Reb,0.7 Ast
9,Antonio Vrankovic,30,SR,C,7-0,269,"Zagreb, Croatia",Pine Crest HS, 1.4 Pts,1.3 Reb,0.4 Ast
10,Justin Robinson,50,JR,F,6-10,202,"San Antonio, TX",San Antonio Christian School High School, 1.3 Pts,0.4 Reb,0.1 Ast
11,Brennan Besser,53,SR,G,6-5,190,"Chicago, IL",Latin School, 1.0 Pts,0.8 Reb,0.3 Ast
12,Joey Baker,13,FR,F,6-7,200,"Fayetteville, NC",Trinity Christian School, 0.0 Pts,0.7 Reb,0.0 Ast
13,Mike Buckmire,51,SO,G,6-2,173,"Blue Bell, PA",Germantown Friends School, 0.0 Pts,1.0 Reb,0.3 Ast
