,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Jordan Ford,3,JR,G,6-1,175,"Folsom, CA",Folsom High School, 21.3 Pts,2.8 Reb,2.5 Ast
1,Malik Fitts,24,SO,F,6-8,230,"Rancho Cucamonga, CA",Damian High School, 15.3 Pts,7.6 Reb,1.0 Ast
2,Tanner Krebs,0,JR,G,6-6,205,"Hobart, Australia",Lake Ginniderra High School, 8.9 Pts,3.7 Reb,0.8 Ast
3,Jordan Hunter,1,SR,C,6-10,230,"Vaucluse, Australia",Ignatius Park College, 7.9 Pts,6.8 Reb,1.0 Ast
4,Tommy Kuhse,12,SO,G,6-2,180,"Mesa, AZ",Mountain View High School, 6.2 Pts,2.6 Reb,2.9 Ast
5,Elijah Thomas,10,SO,F,6-5,220,"Peoria, AZ",Sunrise Mountain High School, 4.3 Pts,1.9 Reb,0.4 Ast
6,Matthias Tass,11,FR,F,6-10,240,"Tallinn, Estonia",, 3.5 Pts,3.1 Reb,0.6 Ast
7,Dan Fotu,42,FR,F,6-7,220,"Auckland, New Zealand",, 2.9 Pts,2.6 Reb,0.5 Ast
8,Jock Perry,5,SO,C,7-1,250,"Melbourne, Australia",Australian Centre of Excellence, 2.2 Pts,1.2 Reb,0.2 Ast
9,Quinn Clinton,2,FR,G,6-3,190,"Christchurch, New Zealand",Christchurch Boys' HS, 1.1 Pts,0.1 Reb,0.2 Ast
10,Alex Mudronja,35,FR,G,6-5,195,"Adelaide, Australia",, 0.9 Pts,0.4 Reb,0.3 Ast
11,Kyle Clark,33,JR,F,6-7,220,"Wynyard, Australia",Hellyer College, 1.1 Pts,0.9 Reb,0.1 Ast
12,Dan Sheets,15,JR,F,6-5,205,"San Ramon, CA",Dougherty Valley HS, 0.2 Pts,0.1 Reb,0.0 Ast
13,Aaron Menzies,41,SR,C,7-3,265,"Manchester, United Kingdom",Loreto High School Chorlton,,,
14,Kristers Zoriks,23,FR,G,6-4,190,"Jaunpils, Latvia",New Hampton School,,,
