,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Zach Jackson,21,JR,G,6-5,180,"Wichita, KS",Wichita East HS, 17.6 Pts,6.3 Reb,0.9 Ast
1,Daniel Norl,13,SR,G,6-2,185,"Clarksville, TN",Kenwood, 12.8 Pts,3.4 Reb,2.5 Ast
2,JT Gibson,0,SO,G,6-3,180,"Brooklyn Park, MN",Champlin Park HS, 10.2 Pts,2.3 Reb,2.6 Ast
3,KJ Robinson,5,SO,G,6-0,190,"Blue Springs, MO",Blue Springs South High School, 9.6 Pts,2.2 Reb,2.6 Ast
4,Lamar Wofford-Humphrey,3,SR,F,6-9,225,"Flossmoor, IL",Homewood-Flossmoor High School, 8.2 Pts,4.8 Reb,0.7 Ast
5,Matt Pile,40,FR,F,6-8,240,"Goddard, KS",, 6.0 Pts,4.2 Reb,0.8 Ast
6,Mitchell Hahn,44,JR,F,6-8,205,"Fremont, NE",Fremont, 11.7 Pts,7.1 Reb,1.8 Ast
7,Ayo Akinwole,10,FR,G,6-0,165,"Papillion, NE",, 3.4 Pts,1.8 Reb,1.4 Ast
8,Daniel Meyer,32,SR,F,6-9,225,"Billings, MT",Central Catholic, 2.7 Pts,2.2 Reb,0.4 Ast
9,Renard Suggs,1,,G,6-3,200,"St. Paul, MN",Woodbury HS, 2.9 Pts,1.1 Reb,0.6 Ast
10,Alex Allbery,11,SR,G,6-1,180,"Omaha, NE",Creighton Preparatory School, 1.8 Pts,0.9 Reb,0.3 Ast
11,Brenden Lipovsky,15,,G,6-4,185,,, 0.0 Pts,0.0 Reb,0.0 Ast
12,Zach Thornhill,4,,G,6-4,185,,, 0.0 Pts,1.0 Reb,0.0 Ast
13,Hayward Miller,20,,G,6-1,180,,,,,
14,Evan Tricker,33,,F,6-11,180,,,,,
15,Wanjang Tut,,,F,6-8,205,,,,,
