,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Jerrick Harding,10,JR,G,6-1,170,"Wichita, KS",Wichita Southeast High School, 21.4 Pts,3.4 Reb,1.4 Ast
1,Cody John,5,JR,G,6-3,185,"Mississauga, Canada",Wasatch Academy HS, 14.8 Pts,3.8 Reb,2.2 Ast
2,Brekkott Chapman,23,SR,F,6-9,215,"Roy, UT",Roy HS, 12.5 Pts,8.5 Reb,1.9 Ast
3,Zach Braxton,44,SR,C,6-9,250,"Highlands Ranch, CO",Highlands Ranch HS, 9.9 Pts,6.8 Reb,0.8 Ast
4,Caleb Nero,0,FR,G,6-2,180,"Tulsa, OK",Tulsa Memorial HS, 6.5 Pts,1.7 Reb,1.4 Ast
5,Israel Barnes,12,FR,G,6-4,170,"Wichita, KS",Wichita Southeast HS, 6.5 Pts,2.1 Reb,1.5 Ast
6,Michal Kozak,11,SO,F,6-8,220,"Pilsen, Czech Republic",Get Better Academy, 4.8 Pts,4.0 Reb,0.8 Ast
7,Ricky Nelson,2,SO,G,6-1,170,"Houston, TX",Episcopal High School, 3.3 Pts,1.0 Reb,1.9 Ast
8,Dima Zdor,24,FR,F,6-10,210,"Yalta, Ukraine",Saint James School, 2.0 Pts,2.0 Reb,0.0 Ast
9,Donatas Kupsas,13,FR,F,6-8,215,"Joniskis, Lithuania",Long Island Lutheran HS, 1.8 Pts,2.0 Reb,0.6 Ast
10,Brenden Morris,34,JR,F,6-7,200,"Ogden, UT",Ben Lomond HS, 2.0 Pts,1.2 Reb,0.2 Ast
11,Jordan Dallas,3,JR,C,6-10,220,"Long Beach, CA",Long Beach Poly HS, 0.4 Pts,1.2 Reb,0.2 Ast
12,Alan Lang,22,FR,F,6-7,195,"Mobile, AL",Judge Memorial HS, 0.7 Pts,0.7 Reb,0.0 Ast
13,Caleb Leonhardt,15,FR,G,6-4,190,"Kaysville, UT",Davis HS, 1.0 Pts,1.0 Reb,0.5 Ast
14,Tim Fuller,33,FR,F,6-9,210,"Gilbert, AZ",Highland HS,,,
15,Spencer Johnson,32,FR,G,6-5,175,"American Fork, UT",American Fork HS,,,
