,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Jon Davis,3,SR,G,6-3,200,"Upper Marlboro, MD",Hargrave Military Academy, 21.7 Pts,4.5 Reb,3.7 Ast
1,Malik Martin,12,FR,G,6-6,205,"Staten Island, NY",, 9.4 Pts,4.1 Reb,1.1 Ast
2,Milos Supica,15,SO,F,6-9,220,"Belgrade, Serbia",Freedom High School, 7.5 Pts,4.7 Reb,1.0 Ast
3,Cooper Robb,10,FR,G,6-1,180,"Georgetown, KY",, 6.8 Pts,3.9 Reb,2.0 Ast
4,Brandon Younger,22,FR,G,6-7,185,"Marietta, GA",, 5.8 Pts,3.2 Reb,0.8 Ast
5,Dravon Mangum,20,FR,F,6-9,200,"Roxboro, NC",, 4.8 Pts,2.6 Reb,0.4 Ast
6,Jaylan McGill,2,SO,G,6-2,205,"Charlotte, NC",Olympic High School, 4.7 Pts,1.7 Reb,0.7 Ast
7,Jailan Haslem,0,SR,C,6-10,260,"Warner Robins, GA",Northside High School, 3.1 Pts,3.4 Reb,0.9 Ast
8,Bo Blight,11,SO,F,6-7,205,"Charlotte, NC",South Mecklenburg High School, 1.2 Pts,2.0 Reb,0.3 Ast
9,John Kitoko,21,JR,G,6-0,205,"Apex, NC",, 0.9 Pts,0.9 Reb,0.2 Ast
10,Tyler Bertram,55,FR,G,6-3,165,"Cooperstown, NY",Vermont Academy,,,
11,Najee Garvin,1,,F,6-7,220,"Lexington, SC",Moravian Prep,,,
12,Jordan Shepherd,13,JR,G,6-4,185,"Asheville, NC",Asheville Christian Academy,,,
13,Bryant Thomas,30,,F,6-9,210,"Charlotte, NC",South Mecklenburg High School,,,
14,Luka Vasic,35,SO,G,6-8,200,"Pirot, Serbia",Avon Old Farms High School,,,
