,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,KJ Feagin,10,JR,G,6-1,175,"Long Beach, CA",Long Beach Poly HS, 17.5 Pts,2.1 Reb,4.0 Ast
1,Henry Caruso,21,SR,G,6-4,190,"San Mateo, CA",Junipero Serra HS, 12.2 Pts,7.0 Reb,1.7 Ast
2,Josip Vrankic,13,FR,F,6-8,205,Canada,, 10.4 Pts,4.4 Reb,1.6 Ast
3,Matt Hauser,12,JR,G,6-2,170,"Thousand Oaks, CA",Thousand Oaks HS, 9.6 Pts,2.7 Reb,3.3 Ast
4,Emmanuel Ndumanya,50,SR,C,6-9,270,Nigeria,Junipero Serra HS, 5.9 Pts,4.9 Reb,0.7 Ast
5,Kai Healy,25,SR,G,6-5,210,Australia,The Scots College in Bellevue Hill, 4.0 Pts,2.2 Reb,0.9 Ast
6,Shaquille Walters,22,FR,G,6-6,190,United Kingdom,, 3.8 Pts,1.8 Reb,0.7 Ast
7,Jarvis Pugh,4,SR,F,6-6,205,"Murphy, TX",Plano East HS, 2.6 Pts,2.0 Reb,0.6 Ast
8,Matt Turner,1,FR,G,6-3,175,"Trumbull, CT",, 4.1 Pts,0.6 Reb,0.8 Ast
9,Henrik Jadersten,3,JR,F,6-11,235,Sweden,Solna Gymnasium, 2.9 Pts,1.8 Reb,0.3 Ast
10,Julian Roche,0,FR,C,6-11,245,"Saint John, NB",, 2.3 Pts,0.8 Reb,0.0 Ast
11,Matt Jasaitis,33,SR,G,5-11,170,"Manhattan Beach, CA",, 0.0 Pts,0.3 Reb,0.5 Ast
12,Johnny Sawyer,15,SO,G,6-2,180,"Hyattsville, MD",DeMatha Catholic High School, 0.0 Pts,1.0 Reb,0.0 Ast
13,Evan Crawford,14,,G,6-3,200,"Altadena, CA",Phillips Exeter Academy,,,
14,Tahj Eaddy,2,,G,6-1,165,"West Haven, CT",Tennessee Prep Academy,,,
