,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Camron Justice,5,JR,G,6-3,180,"Hindman, KY",Knott County Central HS, 18.5 Pts,3.0 Reb,2.8 Ast
1,Jaylen Minnett,0,SO,G,6-1,180,"Terre Haute, IN",Terre Haute South Vigo High School, 12.0 Pts,2.0 Reb,1.9 Ast
2,Evan Hall,24,SR,F,6-7,230,"Hindman, KY",Knott County Central HS, 9.7 Pts,5.7 Reb,1.6 Ast
3,Ahmed Ismail,15,SR,C,7-1,260,"Cairo, Egypt",Nakhas Zagazig, 7.9 Pts,5.3 Reb,0.8 Ast
4,D.J. McCall,22,SR,G,6-6,190,"Fort Wayne, IN",Concordia Lutheran HS, 7.6 Pts,5.9 Reb,2.2 Ast
5,Elyjah Goss,32,SO,F,6-7,195,"Bolingbrook, IL",Plainfield East High School, 6.6 Pts,6.3 Reb,0.7 Ast
6,Grant Weatherford,23,JR,G,6-2,185,"Cicero, IN",Hamilton Heights HS, 6.1 Pts,3.0 Reb,2.6 Ast
7,Nick Rogers,10,JR,G,6-1,170,"Indianapolis, IN",Traders Point Christian Academy / Elev8 Institute (FL), 4.6 Pts,1.1 Reb,1.4 Ast
8,Jack Hansen,4,FR,F,6-7,205,"Noblesville, IN",Guerin Catholic HS, 2.8 Pts,1.6 Reb,0.4 Ast
9,Brandon Kenyon,11,FR,F,6-10,225,"Caledonia, Canada",Rise Prep, 2.6 Pts,1.1 Reb,0.1 Ast
10,Jakoby Kemp,2,SO,F,6-8,190,"Layton, UT",Layton High School, 3.4 Pts,1.6 Reb,0.2 Ast
11,Daniel Alston,55,FR,G,6-0,175,"Champaign, IL",Judah Christian HS, 0.5 Pts,0.3 Reb,0.0 Ast
12,Trevor Johnson,25,JR,G,6-2,170,"Flagstaff, AZ",Flagstaff HS, 0.3 Pts,1.2 Reb,0.7 Ast
13,Marcus Burk,14,JR,G,6-3,205,"Indianapolis, IN",Franklin Central High School,,,
14,Jamil Jackson Jr.,1,JR,G,6-6,190,"Minneapolis, MN",North Community High School,,,
