,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Jermaine Marrow,2,JR,G,6-0,182,"Newport News, VA",Heritage High School, 25.3 Pts,4.1 Reb,5.1 Ast
1,Kalin Fisher,23,SR,G,6-2,180,"Chicago, IL",Proviso East High School, 16.0 Pts,4.8 Reb,3.1 Ast
2,Akim Mitchell,25,SR,G,6-6,205,"Charlotte, NC",Carlisle School, 9.5 Pts,4.7 Reb,1.3 Ast
3,Trevond Barnes,22,SR,F,6-9,210,"Lafayette, AL",LaFayette High School, 7.4 Pts,5.4 Reb,0.6 Ast
4,Greg Heckstall,4,JR,G,6-6,195,"Norfolk, VA",Bryan High School, 8.8 Pts,6.9 Reb,2.5 Ast
5,Benjamin Stanley,14,FR,F,6-6,225,"Baltimore, MD",Millwood HS, 4.5 Pts,3.0 Reb,0.1 Ast
6,Lysander Bracey,1,SR,G,6-4,170,"Charlotte, NC",Northside Christian Academy, 4.4 Pts,1.7 Reb,0.6 Ast
7,Dondre Griffin,11,JR,G,6-3,200,"Raleigh, NC",Knightdale High School, 3.9 Pts,1.1 Reb,0.4 Ast
8,Trey Carver,3,JR,G,6-5,230,"Elizabeth City, NC",Northeastern High School, 2.2 Pts,2.3 Reb,0.5 Ast
9,Ricquall Smoot,0,JR,F,6-8,250,"Augusta, GA",, 1.4 Pts,1.5 Reb,0.1 Ast
10,Austin Colbert,24,SR,F,6-9,202,"Chesapeake, VA",Gill St. Bernard's (NJ), 2.8 Pts,3.0 Reb,0.3 Ast
11,Devon Oakley,21,SR,G,6-3,185,"Chesapeake, VA",Nansemnd River High School, 1.5 Pts,1.7 Reb,0.7 Ast
12,Eugene Marshall III,45,SR,G,6-3,170,"Hackensack, NJ",Hackensack High School, 1.5 Pts,0.5 Reb,0.1 Ast
13,JJ Watson,15,FR,G,6-2,170,"Long Beach, CA",Saint John Bosco HS, 7.0 Pts,5.0 Reb,3.0 Ast
14,Pierre Sow,5,FR,C,7-0,215,"Teaneck, NJ",Teaneck HS, 0.3 Pts,0.3 Reb,0.2 Ast
15,Jerry Carter,20,SO,G,6-3,200,"Woodbridge, VA",Mount Olive HS, 0.0 Pts,0.2 Reb,0.0 Ast
16,James Dunlop,13,FR,C,6-11,230,"Centreville, VA",Hargave Military Academy,,,
