,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Eugene German,10,JR,G,6-0,185,"Gary, IN",21st Cetury Charter School, 20.4 Pts,5.2 Reb,2.9 Ast
1,Levi Bradley,42,SR,F,6-7,210,"Milwaukee, WI",Piux XI HIgh School, 14.4 Pts,5.2 Reb,1.3 Ast
2,Dante Thorpe,0,SR,G,6-4,195,"Washington, DC",Friendship Collegiate Academy Public Charter School, 13.7 Pts,2.8 Reb,2.5 Ast
3,Lacey James,4,SR,F,6-9,240,"Grand Rapids, MI",Wayland Union High School, 8.1 Pts,6.9 Reb,0.5 Ast
4,Noah McCarty,11,JR,F,6-8,240,"Rock Falls, IL",Newmann Central Catholic High School, 4.9 Pts,3.4 Reb,0.7 Ast
5,Rod Henry-Hayes,22,SO,G,6-4,185,"Zion, IL",Zion-Benton Township High School, 3.8 Pts,1.7 Reb,0.9 Ast
6,Jaylen Key,15,SR,F,6-8,230,"Milwaukee, WI",Homestead High School, 3.6 Pts,1.9 Reb,0.4 Ast
7,Gairges Daow,2,SO,G,6-4,190,"Melbourne, Australia",Victory Rock Prep, 2.1 Pts,2.2 Reb,0.6 Ast
8,Austin Richie,32,FR,F,6-6,225,"Glenwood, IL",, 2.4 Pts,1.1 Reb,0.3 Ast
9,Trendon Hankerson,1,FR,G,6-2,185,"Novi, MI",Novi HS, 2.1 Pts,2.2 Reb,0.9 Ast
10,Zaire Mateen,5,SO,G,6-0,170,"Queens, NY",, 1.8 Pts,0.6 Reb,0.5 Ast
11,Anastasios Demogerontas,12,SR,F,6-7,215,"Orland Park, IL",Carl Sandburg High School, 3.3 Pts,1.6 Reb,0.6 Ast
12,Alize Travis,21,JR,G,6-0,170,"Victorville, CA",, 0.9 Pts,1.1 Reb,1.9 Ast
13,Caleb Oehlberg,20,JR,G,6-0,180,"DeKalb, IL",DeKalb High School, 0.8 Pts,0.0 Reb,0.0 Ast
14,Brandon Danowski,55,SO,G,5-11,180,"Wilmette, IL",Loyola Academy,,,
15,Justin Lee,3,FR,F,6-8,210,"Lawrenceville, GA",Collins Hill HS,,,
