,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Jalen Pickett,22,FR,G,6-4,190,"Rochester, NY",, 15.8 Pts,4.6 Reb,6.7 Ast
1,Evan Fisher,32,SR,F,6-9,246,"Pasadena, MD",McDonogh School, 15.9 Pts,5.9 Reb,1.5 Ast
2,Sloan Seymour,23,FR,F,6-9,205,"Albany, NY",Shaker HS, 9.1 Pts,0.7 Reb,0.2 Ast
3,Kevin Degnan,34,SR,F,6-9,220,"Pearl River, NY",Pearl River HS, 9.0 Pts,6.1 Reb,0.9 Ast
4,Manny Camper,3,SO,G,6-6,208,"Chestertown, MD",Kent County High School, 6.4 Pts,5.4 Reb,1.3 Ast
5,Kadeem Smithen,5,SR,G,6-3,165,"Ajax, Canada",Thornlea Secondary, 5.0 Pts,2.3 Reb,1.0 Ast
6,Jimmy Ratliff,24,FR,G,6-8,181,"Middletown, OH",, 3.0 Pts,1.6 Reb,0.4 Ast
7,Sammy Friday,35,JR,F,6-9,239,"Jersey City, NJ",St. Andrew's School, 6.4 Pts,2.4 Reb,0.3 Ast
8,Georges Darwiche,33,FR,G,6-1,183,"Bucharest, Romania",, 1.9 Pts,0.7 Reb,0.9 Ast
9,Denzel Tchougang,42,SO,F,6-10,211,"Geneva, Switzerland",, 0.6 Pts,0.8 Reb,0.1 Ast
10,Thomas Huerter Jr.,11,JR,F,6-7,218,"Clifton Park, NY",Cheshire Academy, 0.3 Pts,1.0 Reb,0.3 Ast
11,Braedon Bayer,1,SR,G,6-4,186,"Lagrangeville, NY",Trinity-Pawling School, 0.2 Pts,0.1 Reb,0.1 Ast
12,Ben Diamond,13,JR,G,5-10,150,"Loudonville, NY",Shaker High School, 0.0 Pts,0.0 Reb,0.0 Ast
13,Robert Mahala,15,FR,G,6-4,166,"Jackson, NJ",Christian Brothers Academy, 0.0 Pts,0.0 Reb,0.0 Ast
14,Paulo Morastoni,2,SR,G,6-3,200,"Blumenau, Brazil",Bom Jesus, 0.0 Pts,0.6 Reb,0.2 Ast
15,Don Carey,0,,G,6-5,187,"Upper Marlboro, MD",Frederick Douglass High School,,,
16,Khalil Richard,14,JR,G,6-0,179,"Baltimore, MD",Shiloh High School,,,
