,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Kimbal MacKenzie,1,SR,G,6-2,190,"Oakville, Canada",The John Carroll School, 17.6 Pts,2.8 Reb,3.0 Ast
1,Nate Sestina,4,SR,F,6-9,245,"Emporium, PA",Cameron County (PA), 15.8 Pts,8.5 Reb,1.2 Ast
2,Bruce Moore,13,JR,F,6-8,223,"Randallstown, MD",McDonogh School, 9.7 Pts,4.8 Reb,0.9 Ast
3,Avi Toomer,11,JR,G,6-3,192,"Atlanta, GA",Grady High School, 8.7 Pts,3.7 Reb,1.8 Ast
4,Jimmy Sotos,3,SO,G,6-3,192,"Elk Grove Village, IL",James B. Conant High School, 8.1 Pts,3.9 Reb,6.1 Ast
5,Andrew Funk,10,FR,G,6-4,180,"Warrington, PA",, 4.7 Pts,1.5 Reb,0.7 Ast
6,John Meeks,12,SO,F,6-6,225,"Burlington, NC",Burlington Christian Academy, 5.7 Pts,1.8 Reb,0.7 Ast
7,Paul Newman,0,SO,C,6-9,234,"Philadelphia, PA",St. Andrew's High School, 3.7 Pts,3.0 Reb,0.4 Ast
8,Nate Jones,15,SR,G,6-5,209,"Radford, VA",Radford HS (VA), 2.2 Pts,1.3 Reb,0.6 Ast
9,Walter Ellis,2,FR,F,6-5,187,"Granger, IN",Brewster Academy, 1.7 Pts,1.2 Reb,0.3 Ast
10,Ben Robertson,14,JR,G,6-5,200,"High Point, NC",High Point Christian Academy, 1.8 Pts,1.5 Reb,0.8 Ast
11,Kahliel Spear,23,FR,F,6-7,180,"The Colony, TX",, 1.2 Pts,0.7 Reb,0.0 Ast
12,Jordan Sechan,5,SO,G,6-0,170,"New Canaan, CT",Northfield Mount Hermon School, 0.4 Pts,0.1 Reb,0.1 Ast
13,Matt O'Reilly,22,SR,G,6-3,195,"Moraga, CA",Prolific Prep Academy (CA), 0.0 Pts,0.3 Reb,0.3 Ast
