,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Romeo Langford,0,FR,G,6-6,215,"New Albany, IN",New Albany HS, 16.5 Pts,5.4 Reb,2.3 Ast
1,Juwan Morgan,13,SR,F,6-8,232,"Waynesville, MO",Waynesville HS, 15.0 Pts,8.3 Reb,1.9 Ast
2,Justin Smith,3,SO,F,6-7,227,"Buffalo Grove, IL",Adlai E. Stevenson High School, 8.4 Pts,4.4 Reb,0.8 Ast
3,Aljami Durham,1,SO,G,6-4,181,"Lilburn, GA",Berkmar High School, 7.8 Pts,1.9 Reb,1.6 Ast
4,Devonte Green,11,JR,G,6-3,185,"North Babylon, NY",Long Island Lutheran High School, 8.8 Pts,2.9 Reb,2.9 Ast
5,Rob Phinisee,10,FR,G,6-1,182,"Lafayette, IN",, 6.9 Pts,2.9 Reb,2.8 Ast
6,De'Ron Davis,20,JR,F,6-10,255,"Park Hill, CO",Overland High School, 5.4 Pts,2.6 Reb,0.9 Ast
7,Evan Fitzner,55,SR,F,6-10,225,"San Diego, CA",Francis Parker School (CA), 3.5 Pts,2.0 Reb,0.4 Ast
8,Damezi Anderson,23,FR,F,6-7,215,"South Bend, IN",Riley HS, 1.6 Pts,1.2 Reb,0.4 Ast
9,Jake Forrester,4,FR,F,6-8,218,"Harrisburg, PA",Westtown School, 2.1 Pts,1.4 Reb,0.0 Ast
10,Clifton Moore,22,SO,F,6-10,230,"Ambler, PA",Hatboro-Horsham, 1.4 Pts,1.7 Reb,0.3 Ast
11,Zach McRoberts,15,SR,G,6-6,210,"Carmel, IN",Carmel, 0.8 Pts,2.1 Reb,0.6 Ast
12,Vijay Blackmon,24,SO,G,6-2,185,"Marion, IN",, 1.2 Pts,0.2 Reb,0.2 Ast
13,Race Thompson,25,FR,F,6-8,228,"Plymouth, MN",Armstrong HS, 0.8 Pts,2.4 Reb,0.0 Ast
14,Johnny Jager,2,JR,G,6-0,185,"Bloomington, IN",Bloomington South High School, 0.0 Pts,0.5 Reb,0.2 Ast
15,Quentin Taylor,5,SR,G,6-2,185,"Indianapolis, IN",Brebeuf HS (IN), 0.0 Pts,0.3 Reb,0.0 Ast
16,Jerome Hunter,21,FR,F,6-7,214,"Pickerington, OH",Pickerington North HS,,,
