,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Jack Purchase,12,SR,F,6-9,210,"Melbourne, Australia",Carey Grammer, 11.5 Pts,5.9 Reb,2.0 Ast
1,Zigmars Raimo,14,JR,F,6-8,230,"Madona, Latvia",Riga Secondary School, 11.5 Pts,6.1 Reb,1.2 Ast
2,Eddie Stansberry,3,JR,G,6-3,190,"San Francisco, CA",, 11.3 Pts,2.7 Reb,0.7 Ast
3,Brocke Stepteau,2,SR,G,5-9,170,"Dallas, TX",Dallas Jesuit Prep, 10.4 Pts,1.8 Reb,3.3 Ast
4,Drew Buggs,1,SO,G,6-3,195,"Long Beach, CA",Long Beach Polytechnic High School, 8.8 Pts,4.3 Reb,5.4 Ast
5,Sheriff Drammeh,23,SR,G,6-3,160,"Stockholm, Sweden",Igelstavikens Gymnasium (Sweden), 6.6 Pts,2.7 Reb,1.6 Ast
6,Samuta Avea,32,SO,G,6-6,195,"Hauula, HI",Bingham High School, 4.7 Pts,3.6 Reb,0.6 Ast
7,Dawson Carper,44,FR,C,7-0,250,"Colorado Springs, CO",Rampart HS, 3.0 Pts,2.3 Reb,0.3 Ast
8,Mate Colina,11,FR,C,7-0,240,"Melbourne, Australia",, 2.7 Pts,1.5 Reb,0.1 Ast
9,Leland Green,0,JR,G,6-2,185,"Los Angeles, CA",Redondo Union, 2.6 Pts,1.0 Reb,0.3 Ast
10,Owen Hulland,15,FR,F,7-0,230,"Adelaide, Australia",, 3.0 Pts,1.4 Reb,0.1 Ast
11,Justin Hemsley,42,FR,G,6-5,190,"Rancho Cucamonga, CA",Damien HS, 1.3 Pts,0.5 Reb,0.0 Ast
12,Brandon Thomas,4,JR,G,6-4,190,"Tarzana, CA",William Howard Taft High School, 1.2 Pts,0.4 Reb,0.4 Ast
13,Huthifah Abdel Jawad,24,SO,G,6-0,160,"Honolulu, HI",, 0.1 Pts,0.2 Reb,0.1 Ast
14,Zoar Nedd,20,FR,F,6-5,210,"Kapolei, HI",Kapolei HS,,,
