,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Matt Morgan,10,JR,G,6-3,180,"Concord, NC",Cox Mill HS (NC), 22.5 Pts,4.6 Reb,3.2 Ast
1,Stone Gettings,13,JR,F,6-9,230,"Malibu, CA",Loyola High School (CA), 16.6 Pts,6.6 Reb,2.9 Ast
2,Jack Gordon,32,JR,G,6-5,185,"Dallas, TX",Loyola High School, 7.1 Pts,2.4 Reb,1.9 Ast
3,Steven Julian,33,JR,F,6-6,200,"Louisville, KY",, 6.8 Pts,5.8 Reb,1.2 Ast
4,Joel Davis,23,JR,G,6-3,170,"Goldsboro, NC",Wayne Country Day School, 4.7 Pts,2.5 Reb,1.1 Ast
5,Terrance McBride,11,FR,G,6-2,170,"Lynwood, CA",, 4.9 Pts,2.4 Reb,2.6 Ast
6,Josh Warren,22,SO,F,6-8,220,"Downingtown, PA",Downingtown West HIgh School, 4.1 Pts,3.0 Reb,1.6 Ast
7,Jimmy Boeheim,3,FR,F,6-8,215,"Fayetteville, NY",, 3.2 Pts,2.2 Reb,0.5 Ast
8,Wil Bathurst,2,SR,G,6-3,180,"Olean, NY",Olean Central, 7.1 Pts,3.6 Reb,3.1 Ast
9,Bryan Knapp,5,FR,G,6-1,170,"Washington, DC",, 3.1 Pts,0.4 Reb,0.4 Ast
10,Jake Kuhn,25,FR,G,6-6,195,"Bethesda, MD",, 2.3 Pts,0.8 Reb,0.2 Ast
11,Jordan Abdur-Ra'oof,12,,F,6-7,205,"Rockville, MD",Gonzaga College HS, 2.1 Pts,0.5 Reb,0.3 Ast
12,Kyle Brown,1,SR,G,6-2,180,"Bellevue, WA",Newport High School, 1.0 Pts,0.4 Reb,0.0 Ast
13,Riley Voss,21,FR,F,6-6,220,"Milford, OH",, 0.7 Pts,1.5 Reb,0.3 Ast
14,Pat Smith,24,,G,6-5,204,"Chalfont, PA",Archbishop Wood Catholic HS,,,
15,Troy Whiteside,4,,G,6-4,188,"Knoxville, TN",The Webb School,,,
