,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,DaQuan Bracey,4,JR,G,5-11,175,"Baltimore, MD",St. Frances Academy, 15.5 Pts,3.2 Reb,4.0 Ast
1,Anthony Duruji,10,SO,F,6-7,215,"Germantown, MD",St. Andrew's Episcopal School, 12.2 Pts,6.2 Reb,0.9 Ast
2,Amorie Archibald,3,SO,G,6-3,185,"Deltona, FL",Trinity Christian Academy, 10.8 Pts,4.0 Reb,3.1 Ast
3,JaColby Pemberton,11,SO,G,6-5,190,"Dallas, TX",Lancaster High School, 9.6 Pts,5.5 Reb,1.2 Ast
4,Ra'Shawn Langston,0,JR,G,6-3,200,"Little Rock, AR",, 7.2 Pts,1.9 Reb,1.6 Ast
5,Oliver Powell,35,JR,F,6-8,240,"Rowlett, TX",Rowlett High School, 6.4 Pts,5.1 Reb,0.9 Ast
6,Mubarak Muhammed,23,JR,F,6-7,220,"Suleja, Nigeria",, 5.7 Pts,5.2 Reb,0.4 Ast
7,Exavian Christon,21,SO,G,6-4,200,"Hot Springs, AR",Hot Springs High School, 12.0 Pts,3.6 Reb,1.9 Ast
8,Derric Jean,1,SR,G,6-2,190,"Miami, FL",McArthur HS, 8.2 Pts,3.2 Reb,2.8 Ast
9,Stacey Thomas,13,FR,F,6-8,220,"Houston, TX",Fortbend Christian Home School, 1.3 Pts,1.4 Reb,0.1 Ast
10,Kyle McKinley,25,JR,C,6-10,250,"Stillwater, MN",Stillwater HS, 0.1 Pts,0.7 Reb,0.0 Ast
11,Kale Walters,40,FR,F,6-7,190,"Lindale, TX",Lindale HS, 0.0 Pts,0.1 Reb,0.3 Ast
12,Kalob Ledoux,2,JR,G,6-3,190,"Port Barre, LA",Lafayette Christian Academy,,,
