,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Sandy Cohen,1,SR,G,6-6,200,"Seymour, WI",Seymour HS, 17.2 Pts,6.4 Reb,4.5 Ast
1,JayQuan McCloud,11,JR,G,6-2,195,"North Chicago, IL",, 13.5 Pts,2.8 Reb,2.3 Ast
2,ShanQuan Hemphill,10,JR,F,6-6,190,"Gary, IN",, 11.5 Pts,5.3 Reb,1.5 Ast
3,Kameron Hankerson,21,JR,G,6-5,200,"Novi, MI",Novi High School, 8.8 Pts,2.5 Reb,1.5 Ast
4,PJ Pipes,2,SO,G,6-2,195,"Woodridge, IL",Lemont High School, 6.0 Pts,2.1 Reb,1.2 Ast
5,Cody Schwartz,33,JR,G,6-9,220,"De Pere, WI",West De Pere HS, 5.6 Pts,2.8 Reb,0.6 Ast
6,Trevian Bell,13,SO,G,6-7,205,"Joliet, IL",Joliet West High School, 5.0 Pts,2.4 Reb,0.6 Ast
7,Manny Patterson,15,SO,F,6-8,220,"Chicago, IL",Kenwood Academy, 4.9 Pts,3.9 Reb,0.5 Ast
8,Josh McNair,12,JR,F,6-6,220,"Thornton, CO",, 5.2 Pts,3.2 Reb,0.9 Ast
9,Jevon Smith,24,JR,G,6-5,200,"Milwaukee, WI",Milwaukee Lutheran High School, 3.8 Pts,1.8 Reb,0.8 Ast
10,T.J. Parham,0,SR,F,6-7,210,"Chicago, IL",Marian Catholic High School, 2.9 Pts,0.9 Reb,0.5 Ast
11,Hunter Crist,30,SO,G,6-3,190,"Crown Point, IN",Crown Point High School, 1.2 Pts,1.0 Reb,0.9 Ast
12,Will Chevalier,34,SO,F,6-9,240,"Kimberly, WI",Kimberly High School,,,
13,Bansi King,5,FR,G,6-2,175,"Lawrence, KS",,,,
14,Tyrone Powell,20,SO,F,6-5,210,"Wauwatosa, WI",Wauwatosa West High School,,,
