,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Jordon Varnado,23,SR,F,6-6,235,"Brownsville, TN",Haywood HIgh School, 21.5 Pts,7.8 Reb,2.5 Ast
1,Alex Hicks,30,SR,F,6-8,215,"Seale, AL",Glenwood Academy, 12.4 Pts,8.2 Reb,0.8 Ast
2,Javan Johnson,1,SO,F,6-7,195,"Decatur, AL",Decatur High School, 10.4 Pts,4.2 Reb,1.6 Ast
3,B.J. Miller,11,SR,G,6-1,190,"Meridian, MS",Meridian HS, 9.1 Pts,2.4 Reb,2.6 Ast
4,Darian Adams,3,SO,G,6-3,200,"Montgomery, AL",Carver High School, 7.9 Pts,3.0 Reb,3.3 Ast
5,Charles Norman,12,JR,G,6-2,180,"Durham, NC",, 5.4 Pts,1.2 Reb,0.6 Ast
6,KJ Simon,2,FR,G,6-3,190,"Orlando, FL",West Orange HS, 3.4 Pts,1.2 Reb,1.2 Ast
7,Zay Williams,10,FR,F,6-8,185,"Birmingham, AL",Parker HS, 3.1 Pts,2.2 Reb,0.2 Ast
8,Spencer Rodgers,22,FR,G,6-4,180,"Buford, GA",Mountain View HS, 3.1 Pts,0.6 Reb,0.5 Ast
9,Malik Burnett,5,SO,G,6-2,180,"Huntsville, AL",Lee High School, 3.0 Pts,1.3 Reb,1.1 Ast
10,Devante Foster,0,JR,F,6-8,195,"Stockbridge, GA",, 2.7 Pts,2.3 Reb,0.2 Ast
11,Davion Thomas,35,SO,F,6-9,210,"Columbus, GA",Northside High School, 2.3 Pts,1.7 Reb,0.2 Ast
12,Atakan Sahinkaya,15,FR,F,6-5,205,"Istanbul, Turkey",Perkiomen School, 1.4 Pts,0.6 Reb,0.2 Ast
13,Jalen Tuck,13,FR,G,5-10,180,"Troy, AL",Charles Henderson HS, 1.2 Pts,0.2 Reb,0.0 Ast
14,Eric Walker,21,FR,G,6-4,190,"Birmingham, AL",Central Park Christian HS, 0.4 Pts,0.4 Reb,0.0 Ast
