,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Justin Ravenel,21,SR,G,6-1,185,"Lithonia, GA",Green Forest Academy, 15.6 Pts,2.3 Reb,1.3 Ast
1,Kamron Reaves,2,SO,G,6-2,170,"Champaign, IL",Champaign Central High School, 8.3 Pts,2.0 Reb,2.2 Ast
2,MJ Randolp,3,FR,G,6-4,165,"Pensacola, FL",B.T. Washington HS, 7.2 Pts,3.9 Reb,1.7 Ast
3,Tracy Hector,0,JR,F,6-5,220,"Jonesboro, GA",Jonesboro HS, 6.8 Pts,5.3 Reb,3.1 Ast
4,D.J. Jones,25,SO,C,6-9,200,"Brusly, LA",, 5.9 Pts,3.9 Reb,0.7 Ast
5,Isaiah Martin,34,SR,C,7-0,215,"Denver, CO",Future College Prep, 9.4 Pts,6.9 Reb,0.3 Ast
6,Nasir Core,5,JR,G,6-3,210,"Tampa, FL",Freedom HIgh School, 3.6 Pts,1.3 Reb,1.2 Ast
7,Rod Melton Jr,4,JR,G,6-1,180,"Dothan, AL",, 7.8 Pts,2.2 Reb,1.1 Ast
8,Ifeanyi Umezurike,24,JR,F,6-9,250,"Uturu, Nigeria",Montverde Academy, 2.9 Pts,2.7 Reb,0.2 Ast
9,Bryce Moragne,23,SO,F,6-5,200,"Tampa, FL",Hillsborough High School, 2.6 Pts,2.0 Reb,0.4 Ast
10,Richard Anderson,10,JR,G,6-3,190,"Midwest City, OK",Midwest City High School, 3.4 Pts,0.8 Reb,0.8 Ast
11,Haric Murray,35,FR,F,6-5,218,"Orlando, FL",Potters' House Christian Academy, 1.0 Pts,0.3 Reb,0.0 Ast
12,Randall Leath Jr,30,FR,F,6-8,205,"Clearwater, FL",Wilmington Charter School, 0.0 Pts,0.0 Reb,0.0 Ast
13,Brendon Myles,20,JR,G,6-4,185,"Atlanta, GA",Whitefield Academy, 0.0 Pts,0.7 Reb,0.0 Ast
14,Dexter Smith,22,JR,G,6-4,185,"Chicago, IL",, 0.0 Pts,0.0 Reb,0.0 Ast
15,Gabriel Steele,11,JR,G,6-1,175,"Panama City, FL",, 0.0 Pts,0.0 Reb,0.2 Ast
