,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Rui Hachimura,21,JR,F,6-8,230,"Toyama, Japan",Meisei HIgh School, 20.1 Pts,6.6 Reb,1.6 Ast
1,Brandon Clarke,15,JR,F,6-8,215,"Phoenix, AZ",Desert Vista HS, 16.5 Pts,8.4 Reb,1.8 Ast
2,Zach Norvell Jr.,23,SO,G,6-5,205,"Chicago, IL",Simeon Career Academy, 15.3 Pts,4.2 Reb,3.0 Ast
3,Josh Perkins,13,SR,G,6-3,190,"Park Hill, CO",Huntington Prep HS, 11.0 Pts,2.8 Reb,6.4 Ast
4,Corey Kispert,24,SO,F,6-6,215,"Edmonds, WA",King's Way Christian School, 8.2 Pts,4.0 Reb,1.1 Ast
5,Filip Petrusev,3,FR,F,6-11,225,"Belgrade, Serbia",Montverde Academy, 6.5 Pts,2.7 Reb,0.3 Ast
6,Geno Crandall,0,SR,G,6-3,175,"Minneapolis, MN",DeLaSalle HS, 5.3 Pts,1.9 Reb,2.3 Ast
7,Jeremy Jones,22,SR,F,6-7,213,"San Antonio, TX",East Central, 3.4 Pts,3.4 Reb,0.9 Ast
8,Killian Tillie,33,JR,F,6-10,220,"Cagnes-sur-Mer, France",INSEP Academy, 6.2 Pts,4.1 Reb,1.4 Ast
9,Joel Ayayi,11,FR,G,6-5,180,"Paris, France",, 1.7 Pts,1.4 Reb,0.5 Ast
10,Greg Foster Jr,4,FR,G,6-5,195,"Milwaukee, WI",Ed W. Clark HS, 0.7 Pts,0.4 Reb,0.4 Ast
11,Jack Beach,2,JR,G,6-3,180,"San Diego, CA",Torrey Pines HS, 0.8 Pts,0.3 Reb,0.1 Ast
12,Matthew Lang,10,FR,G,6-3,185,"Portland, OR",Jesuit HS, 0.9 Pts,0.3 Reb,0.0 Ast
13,Alex Martin,5,JR,G,6-5,205,"Overland Park, KS",Blue Valley High School, 0.0 Pts,0.0 Reb,0.0 Ast
14,Paul Pennington,20,FR,G,5-10,160,"Boise, ID",Boise HS,,,
