,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,D'Marcus Simonds,15,JR,G,6-3,195,"Gainesville, GA",Buford HIgh School, 18.4 Pts,5.0 Reb,3.7 Ast
1,Malik Benlevi,2,SR,F,6-6,225,"Savannah, GA",Jenkins HS (GA), 12.0 Pts,5.8 Reb,0.9 Ast
2,Jeff Thomas,30,SR,F,6-5,190,"Norwalk, OH",Norwalk HS, 11.7 Pts,4.5 Reb,1.1 Ast
3,Kane Williams,12,SO,G,6-3,190,"Douglasville, GA",South Paulding High School, 11.4 Pts,3.2 Reb,3.6 Ast
4,Devin Mitchell,24,SR,G,6-4,190,"Lawrenceville, GA",Collins Hill, 12.2 Pts,1.9 Reb,1.5 Ast
5,Damon Wilson,1,JR,G,6-5,200,"Atlanta, GA",Our Savior New American HS, 5.4 Pts,3.1 Reb,1.4 Ast
6,Nelson Phillips,10,FR,G,6-4,175,"Warner Robins, GA",Warner Robins HS, 5.2 Pts,3.3 Reb,0.5 Ast
7,Jordan Tyson,50,SR,F,6-9,220,"Cincinnati, OH",Fishburne Academy (VA), 2.6 Pts,2.5 Reb,0.1 Ast
8,Josh Linder,20,SO,F,6-9,205,"Kathleen, GA",Veterans High School, 1.3 Pts,1.1 Reb,0.1 Ast
9,Kavonte Ivery,0,FR,F,6-7,230,"Stockbridge, GA",Stockbridge HS, 0.4 Pts,0.7 Reb,0.0 Ast
10,Matt Chism,35,SO,G,6-3,185,"Dawsonville, GA",Dawson County High School, 0.6 Pts,0.4 Reb,0.1 Ast
11,Chris Clerkley,14,JR,F,6-9,235,"Perry, GA",Perry High School, 1.0 Pts,1.5 Reb,0.0 Ast
12,James Wall,21,FR,F,6-8,190,"Canton, GA",Creekview HS, 0.0 Pts,0.1 Reb,0.0 Ast
13,Corey Allen,,JR,G,6-2,215,"Ypsilanti, MI",Ypsilanti High School,,,
14,Justin Roberts,,SO,G,5-10,165,"Indianapolis, IN",Findlay College Prep,,,
