,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Chris Howell,1,SR,G,6-4,210,"Milwaukee, WI",Rufus King HIgh School, 12.3 Pts,7.4 Reb,2.3 Ast
1,Venjie Wallis,0,JR,G,6-4,185,"New Orleans, LA",Brother Martin, 12.5 Pts,4.3 Reb,2.1 Ast
2,Jontrell Walker,10,SR,G,6-1,182,"Aurora, IL",West Aurora HS, 8.7 Pts,1.5 Reb,1.0 Ast
3,Jayveous McKinnis,11,FR,F,6-7,215,"Brandon, MS",, 8.3 Pts,7.8 Reb,0.3 Ast
4,Lemmie Howard,31,FR,F,6-7,200,"Belzoni, MS",Humphreys County High School, 6.2 Pts,2.8 Reb,0.8 Ast
5,Dontelius Ross,2,JR,G,5-10,165,"Jackson, MS",Callaway High School, 5.3 Pts,2.8 Reb,3.1 Ast
6,William Brown,24,SR,G,6-0,168,"Jackson, MS",, 2.7 Pts,0.8 Reb,0.6 Ast
7,Justin Johnson,23,JR,F,6-7,208,"Martin, TN",, 3.0 Pts,2.5 Reb,0.5 Ast
8,Khalill Spencer,30,JR,F,6-4,230,"Memphis, TN",Ridgeway High School, 2.1 Pts,2.0 Reb,0.2 Ast
9,Jeremiah Bozeman,24,SO,G,6-2,175,"Alva, OK",Alva High School, 1.6 Pts,0.8 Reb,0.3 Ast
10,Hunter Shelton,55,JR,G,6-6,182,"Owensboro, KY",, 1.7 Pts,0.8 Reb,0.2 Ast
11,Jesse Love,25,FR,G,6-1,185,"Jackson, MS",Murrah HS, 1.3 Pts,0.7 Reb,0.5 Ast
12,Jordan Berry,13,SO,G,6-1,170,"DeSoto, TX",DeSoto High School, 1.0 Pts,0.5 Reb,0.0 Ast
13,Demetrice Clopton,21,SO,C,6-10,230,"Columbus, MS",Columbus High School, 0.8 Pts,1.2 Reb,0.2 Ast
14,Chris McIntosh,2,SR,G,6-3,195,"Jackson, MS",, 0.4 Pts,0.2 Reb,0.0 Ast
15,James Glenn,15,FR,F,6-7,230,"Seattle, WA",, 1.0 Pts,1.0 Reb,0.0 Ast
16,Josh Everett,33,JR,G,6-1,150,"Duck Hill, MS",, 0.0 Pts,1.0 Reb,0.0 Ast
17,Cobie Dillard,3,,G,5-11,178,"Indianapolis, IN",,,,
18,Jomo Hankerson,20,,G,6-0,170,"Atlanta, GA",,,,
19,Kelvin Wesley,4,,G,6-4,190,"Houston, TX",,,,
20,Darrian Wilson,12,,G,6-4,200,"Brookhaven, MS",,,,
