,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Kevin Larkin,2,SR,G,6-5,175,"Georgetown, DE",Sussex Technical High School, 16.0 Pts,8.8 Reb,1.7 Ast
1,Johquin Wiley,4,SO,G,5-11,175,"Chesterfield, VA",Chesterfield Community High School, 9.5 Pts,3.4 Reb,4.4 Ast
2,Saleik Edwards,21,SR,G,6-3,210,"Winterville, NC",South Central High School, 10.5 Pts,3.6 Reb,1.4 Ast
3,Ameer Bennett,15,SO,F,6-8,220,"Richmond, VA",St. Christopher's School, 8.2 Pts,4.6 Reb,0.5 Ast
4,Jonathan Mitchell,6,JR,G,6-4,210,"Waterbury, CT",Shooting for Greatness Academy, 8.0 Pts,5.2 Reb,0.9 Ast
5,D'Marco Baucum,,FR,F,6-6,225,"Arlington, VA",St. Francis Academy, 8.2 Pts,4.1 Reb,0.9 Ast
6,Ronald Lucas,10,FR,F,6-6,190,"Baltimore, MD",Reach Partnership School, 3.0 Pts,2.1 Reb,0.2 Ast
7,Fahim Jenneto,32,FR,F,6-7,230,"Ajax, Canada",Thornlea Secondary School, 6.5 Pts,3.1 Reb,0.8 Ast
8,Myles Carter,13,SO,G,6-1,170,"Philadelphia, PA",Academy at Palumbo, 2.0 Pts,1.2 Reb,0.3 Ast
9,Montrell Horsey,3,FR,G,6-1,175,"Edgewood, MD",Joppatowne HS, 3.8 Pts,1.7 Reb,1.1 Ast
10,Justin Ryder,0,FR,G,6-0,175,"Blackwood, NJ",Paul VI HS, 0.8 Pts,0.7 Reb,0.4 Ast
11,Jordan Bushrod,13,SO,G,6-4,190,"Dover, DE",Fork Union Military Academy, 0.1 Pts,0.2 Reb,0.1 Ast
12,Kobe Gantz,5,JR,G,6-3,180,"Lancaster, PA",J.P. McCaseky High School,,,
13,Demola Onifade,50,SR,C,6-9,245,"Lagos, Nigeria",Camden Catholic HS,,,
