,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Paul Jackson,3,SR,G,6-2,178,"Stone Mountain, GA",Martin Luther King Jr. HS, 14.2 Pts,2.0 Reb,4.7 Ast
1,Elijah Minnie,5,SR,F,6-9,212,"Monessen, PA",Lincoln Park HS, 13.4 Pts,4.5 Reb,1.1 Ast
2,James Thompson IV,2,SR,F,6-10,241,"Baton Rouge, LA",Parkview Baptist High School, 11.0 Pts,10.9 Reb,0.5 Ast
3,Kevin McAdoo,21,SO,G,6-2,167,"Pontiac, MI",West Bloomfield High School, 8.6 Pts,1.1 Reb,1.4 Ast
4,Boubacar Toure,12,JR,C,6-11,241,"Dakar, Senegal",Phase One Academy, 8.6 Pts,7.8 Reb,0.4 Ast
5,Ty Groce,31,SO,F,6-7,207,"Ypsilanti, MI",Lincoln High School, 5.0 Pts,3.1 Reb,1.0 Ast
6,Damari Parris,23,JR,G,6-1,157,"Bowie, MD",Evelyn Mack Academy, 3.5 Pts,1.1 Reb,1.7 Ast
7,Tariq Silver,22,FR,G,6-5,202,"Clarksville, TN",Northwest HS, 3.3 Pts,0.7 Reb,0.4 Ast
8,Malik Ellison,10,SO,G,5-8,170,"Flint, MI",Flint Beecher High School, 2.2 Pts,0.8 Reb,1.0 Ast
9,Isaiah Green,32,SR,F,6-7,204,"Southfield, MI",Southfield High School, 1.6 Pts,1.5 Reb,0.1 Ast
10,Bud Jones,20,SO,F,6-8,265,"Anderson, SC",T.L. Hanna High School, 1.8 Pts,1.2 Reb,0.0 Ast
11,Jalen King,30,SO,F,6-9,215,"Pasco, WA",Pasco High School, 1.0 Pts,1.2 Reb,0.3 Ast
12,Daivon Stephens,1,FR,F,6-6,206,"Pittsburgh, PA",Penn Hills Senior HS, 1.3 Pts,0.8 Reb,0.3 Ast
13,Andre Rafus Jr.,25,FR,G,6-9,178,"Baltimore, MD",Reach Partnership at Lake Clifton HS, 2.2 Pts,0.8 Reb,0.0 Ast
14,Derek Ballard Jr.,33,FR,F,6-8,229,"Southfield, MI",Southfield-Lathrrup HS, 0.6 Pts,1.0 Reb,0.0 Ast
15,Jorden Peterson,0,FR,G,6-4,175,"Detroit, MI",CMA HS, 0.7 Pts,0.1 Reb,0.6 Ast
