,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Rapolas Ivanauskas,25,JR,F,6-10,225,"Barrington, IL",Barrington High School, 16.4 Pts,7.9 Reb,1.6 Ast
1,Jordan Burns,1,SO,G,6-0,175,"San Antonio, TX",John Marshall High School, 15.8 Pts,3.1 Reb,5.8 Ast
2,Will Rayman,10,JR,F,6-8,210,"New York, NY",New Hampton School, 13.1 Pts,6.5 Reb,1.5 Ast
3,Tucker Richardson,15,FR,G,6-5,205,"Flemington, NJ",Hunterdon Central HS, 8.0 Pts,4.3 Reb,3.8 Ast
4,Jack Ferguson,13,SO,G,6-3,175,"Fort Wayne, IN",Homestead High School, 7.2 Pts,1.8 Reb,1.0 Ast
5,Dana Batt,12,SR,C,6-9,225,"Fort Wayne, IN",Homestead High School, 7.0 Pts,3.4 Reb,0.4 Ast
6,Malcolm Regisford,5,SR,F,6-8,225,"Woodland Hills, CA",Bellarmine-Jefferson / The Kent School, 6.6 Pts,3.6 Reb,0.4 Ast
7,Francisco Amiel,30,SR,G,6-2,180,"Miratejo, ",Agrupamento de Escolas Professor Ruy Luis Gomes, 3.1 Pts,2.0 Reb,1.8 Ast
8,Zach Light,2,FR,G,6-3,195,"New York, NY",Riverdale Country School, 1.1 Pts,0.9 Reb,0.2 Ast
9,Sam Lindgren,4,SR,F,6-6,210,"Doylestown, PA",Germantown Academy (PA), 0.9 Pts,0.2 Reb,0.3 Ast
10,Hugh Baxter,22,SO,F,6-8,210,"Melbourne, Australia",Scotch College, 0.6 Pts,0.3 Reb,0.0 Ast
11,Nelly Cummings,0,SO,G,6-0,180,"Midland, PA",Lincoln Park Performing Arts Charter School,,,
12,David Maynard,21,SO,G,6-4,190,"Herriman, UT",Herriman High School,,,
13,Milan Williams,23,JR,G,6-3,205,"Detroit, MI",Detroit Country Day School,,,
