,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Terrell Brown,3,JR,G,6-1,165,"Hayward, CA",Moreau Catholic High School, 11.3 Pts,2.6 Reb,1.3 Ast
1,A.J. Harris,12,JR,G,5-9,170,"Dayton, OH",Dunbar HS, 9.7 Pts,1.8 Reb,3.4 Ast
2,Ivan Aurrecoechea,15,JR,F,6-8,240,"Madrid, Spain",, 9.5 Pts,5.1 Reb,0.7 Ast
3,Eli Chuha,22,SR,F,6-7,230,"Redlands, CA",Redlands East HS, 9.8 Pts,6.7 Reb,1.6 Ast
4,JoJo Zamora,4,SR,G,6-2,180,"Oakland, CA",Newark Memorial High School, 7.6 Pts,1.6 Reb,0.9 Ast
5,Clayton Henry,5,JR,G,6-4,195,"Calgary, Canada",, 5.8 Pts,3.5 Reb,0.7 Ast
6,Trevelin Queen,20,JR,G,6-6,185,"Baltimore, MD",, 7.5 Pts,2.8 Reb,1.5 Ast
7,Johnny McCants,35,SO,F,6-7,225,"Las Cruces, NM",Onate High School, 5.9 Pts,4.7 Reb,0.7 Ast
8,C.J. Bobbitt,13,JR,F,6-7,225,"Killeen, TX",Harker Heights HS, 4.7 Pts,2.6 Reb,0.9 Ast
9,Mohamed Thiam,23,JR,F,6-9,210,"Dakar, Senegal",, 4.4 Pts,3.8 Reb,0.2 Ast
10,Jabari Rice,10,FR,G,6-4,165,"Houston, TX",Fort Bend Marshall HS, 3.4 Pts,2.2 Reb,0.8 Ast
11,Keyon Jones,11,SR,G,6-1,195,"Dorchester, MA",Milton High School, 3.0 Pts,2.3 Reb,0.7 Ast
12,Shunn Buchanan,1,JR,G,6-0,170,"Durant, MS",Madison Central High School, 2.1 Pts,1.6 Reb,2.5 Ast
13,Berrick JeanLouis,0,FR,F,6-4,190,"Lehigh Acres, FL",Canterbury School, 2.3 Pts,0.9 Reb,0.3 Ast
14,Robert Brown,25,FR,F,6-9,230,"Dallas, TX",Advanced Preparatory International, 3.5 Pts,0.8 Reb,0.0 Ast
15,Tennessee Owens,,FR,G,5-11,165,"Las Cruces, NM",,,,
16,Addison Wallace,21,FR,G,6-3,200,"Cleburne, TX",Cleburne HS,,,
